id,value,risk
6932,747.21,4
6933,4381.51,5
6934,1841.05,8
6935,2526.17,8
6936,4743.14,6
6937,760.40,4
6938,5151.15,4
6939,6766.49,7
6940,527.01,2
6941,194.60,9
6942,7101.98,8
6943,4140.73,10
6944,154.94,8
6945,465.37,9
6946,7991.71,9
6947,4501.45,10
6948,2086.00,6
6949,1336.58,9
6950,1010.27,8
6951,8267.49,7
6952,6598.03,6
6953,4739.82,9
6954,7402.98,5
6955,4536.39,5
6956,7278.27,6
6957,3997.74,5
6958,8768.68,4
6959,2396.65,3
6960,124.50,10
6961,5391.87,2
6962,6900.27,6
6963,2813.26,2
6964,240.11,2
6965,7343.44,10
6966,2679.16,9
6967,9328.82,2
6968,2366.00,5
6969,4751.62,6
6970,9451.34,6
6971,2004.61,8
6972,5564.50,8
6973,8621.44,6
6974,3040.92,1
6975,519.69,3
6976,4255.47,2
6977,4013.56,6
6978,98.43,3
6979,9153.04,8
6980,7501.67,1
6981,2561.77,9
6982,8834.29,9
6983,8492.79,3
6984,5950.63,7
6985,9328.64,4
6986,1354.27,10
6987,6148.21,2
6988,1162.19,1
6989,7608.27,9
6990,4791.85,3
6991,1484.29,10
6992,5185.81,2
6993,9435.11,5
6994,9223.78,7
6995,7455.43,3
6996,9199.14,5
6997,4020.89,5
6998,3958.48,4
6999,5983.85,7
7000,8778.67,1
7001,1117.01,6
7002,202.86,5
7003,2009.91,6
7004,9946.09,9
7005,1387.70,5
7006,7341.90,8
7007,5335.79,7
7008,4518.41,6
7009,1279.52,9
7010,2106.02,7
7011,8690.66,6
7012,5487.18,2
7013,5585.85,6
7014,4755.17,4
7015,5064.32,1
7016,3162.06,1
7017,6930.22,9
7018,4074.18,1
7019,7288.29,10
7020,636.14,3
7021,7730.39,6
7022,3452.79,1
7023,8087.25,8
7024,2765.24,9
7025,6855.30,7
7026,3614.46,5
7027,9380.47,2
7028,6300.59,9
7029,150.10,10
7030,3661.96,9
7031,5481.93,3
7032,74.20,5
7033,1279.70,2
7034,1023.29,8
7035,6029.50,3
7036,3208.36,4
7037,6929.28,10
7038,2610.51,8
7039,967.75,7
7040,6205.54,6
7041,8300.43,2
7042,4044.56,10
7043,1715.61,9
7044,4472.25,8
7045,9054.77,3
7046,1153.13,3
7047,9769.00,2
7048,6340.16,1
7049,8381.94,6
7050,8114.31,8
7051,6420.52,4
7052,7969.90,5
7053,6707.02,9
7054,9597.42,5
7055,5022.36,10
7056,5658.13,7
7057,702.72,5
7058,43.51,3
7059,274.89,1
7060,2015.21,9
7061,3734.47,6
7062,1831.29,1
7063,7393.06,6
7064,6240.96,7
7065,7642.19,6
7066,5490.54,1
7067,7684.03,10
7068,298.09,10
7069,1850.14,9
7070,9353.39,2
7071,6063.58,2
7072,2167.75,5
7073,6196.83,1
7074,3074.90,2
7075,345.79,8
7076,4568.77,4
7077,4589.67,5
7078,9308.01,4
7079,1759.20,5
7080,2532.01,1
7081,7614.77,9
7082,483.69,5
7083,1074.73,7
7084,6043.60,8
7085,3569.67,5
7086,3126.02,4
7087,4974.37,9
7088,4605.44,5
7089,9037.78,1
7090,422.47,7
7091,2846.65,6
7092,9008.63,8
7093,2085.63,4
7094,4873.58,1
7095,5063.83,9
7096,1875.48,3
7097,3439.83,9
7098,6762.07,4
7099,9977.42,3
7100,2597.64,7
7101,3588.35,9
7102,909.88,8
7103,8362.79,1
7104,4183.01,7
7105,6651.11,1
7106,3732.83,3
7107,850.41,5
7108,9221.18,10
7109,5077.91,1
7110,4955.82,7
7111,6000.06,7
7112,9686.85,3
7113,2756.82,5
7114,3517.95,8
7115,4106.39,9
7116,623.19,3
7117,7954.43,10
7118,5174.88,8
7119,4568.15,4
7120,881.59,6
7121,1659.51,5
7122,97.37,3
7123,2709.94,7
7124,5041.72,8
7125,1364.43,6
7126,2367.95,6
7127,5314.67,1
7128,9395.40,10
7129,5094.36,9
7130,9693.94,6
7131,2806.63,6
7132,1450.35,2
7133,5582.03,7
7134,883.62,3
7135,18.72,9
7136,6794.20,7
7137,9886.07,3
7138,673.16,1
7139,6784.84,4
7140,9356.87,3
7141,5464.07,6
7142,6345.47,3
7143,4216.64,7
7144,1118.92,4
7145,9736.83,5
7146,8248.41,1
7147,2456.38,2
7148,5135.75,3
7149,6518.01,3
7150,6797.91,5
7151,941.04,8
7152,1382.40,10
7153,9334.08,4
7154,1842.88,3
7155,2769.95,10
7156,8370.98,7
7157,8621.93,3
7158,6372.21,10
7159,637.16,3
7160,4752.32,3
7161,7067.40,5
7162,5460.02,9
7163,2971.43,7
7164,4185.93,6
7165,4935.47,1
7166,3074.22,10
7167,5420.75,8
7168,3647.02,10
7169,5143.38,9
7170,3913.92,2
7171,4625.28,6
7172,36.59,10
7173,6040.98,1
7174,4795.33,3
7175,8341.32,6
7176,2470.42,8
7177,8387.69,1
7178,271.27,5
7179,8410.81,4
7180,7944.94,2
7181,1853.74,7
7182,148.32,5
7183,815.04,6
7184,6212.93,4
7185,5523.30,6
7186,2356.43,8
7187,107.62,9
7188,5648.98,4
7189,6340.46,5
7190,3229.48,1
7191,3891.25,9
7192,5644.71,4
7193,9213.99,7
7194,8671.13,7
7195,6684.18,2
7196,2645.84,6
7197,2585.04,7
7198,3908.88,1
7199,1516.59,5
7200,6327.89,2
7201,3662.14,9
7202,6580.48,1
7203,1903.60,6
7204,9604.79,2
7205,8240.71,9
7206,7749.94,9
7207,6460.94,3
7208,1174.31,5
7209,1049.97,7
7210,8116.72,9
7211,3360.71,8
7212,2126.39,1
7213,3907.58,6
7214,2160.22,2
7215,2069.12,9
7216,8775.43,10
7217,613.18,9
7218,1252.34,10
7219,5364.42,8
7220,2324.68,5
7221,9474.63,2
7222,7874.85,2
7223,5502.52,8
7224,2230.80,6
7225,6636.09,9
7226,6994.11,2
7227,4579.55,3
7228,4208.70,3
7229,5965.30,1
7230,7374.06,1
7231,634.53,4
7232,5701.83,7
7233,4157.37,6
7234,5149.68,5
7235,7842.06,4
7236,1340.06,8
7237,2925.64,7
7238,4336.57,6
7239,1264.15,3
7240,8417.28,7
7241,3675.41,8
7242,4118.09,5
7243,4061.85,5
7244,7743.04,9
7245,3894.15,2
7246,730.32,9
7247,7811.50,8
7248,8357.16,5
7249,8642.40,8
7250,2556.00,9
7251,4627.11,4
7252,5543.87,5
7253,4992.30,2
7254,641.99,9
7255,3159.49,10
7256,341.44,7
7257,2036.11,10
7258,3271.05,3
7259,9224.34,4
7260,5315.64,7
7261,4174.94,1
7262,2447.08,9
7263,5805.75,6
7264,5750.35,9
7265,798.53,5
7266,2193.98,10
7267,6488.11,2
7268,7605.49,6
7269,1179.41,7
7270,3421.96,4
7271,988.67,3
7272,3602.62,2
7273,9430.45,4
7274,7780.97,6
7275,1394.50,2
7276,6620.59,9
7277,712.73,8
7278,3399.49,7
7279,2951.85,6
7280,5218.35,3
7281,6530.84,4
7282,8697.98,4
7283,3812.50,8
7284,9549.56,3
7285,3915.67,9
7286,6569.81,2
7287,4010.87,2
7288,7193.05,5
7289,570.40,7
7290,138.37,10
7291,5127.22,3
7292,7495.76,7
7293,5642.84,3
7294,3027.81,9
7295,8586.52,1
7296,9909.35,4
7297,3688.07,6
7298,1625.60,2
7299,2349.11,6
7300,6499.07,9
7301,7597.97,5
7302,4168.88,8
7303,2868.49,10
7304,1313.07,6
7305,4799.74,10
7306,1652.41,3
7307,1623.16,10
7308,9622.84,6
7309,9863.31,7
7310,8534.48,9
7311,3273.62,8
7312,8180.05,9
7313,5808.10,1
7314,7008.20,5
7315,5552.22,8
7316,3582.33,6
7317,5862.21,7
7318,7209.12,3
7319,9362.80,8
7320,9600.46,3
7321,7202.80,8
7322,7145.99,5
7323,1248.49,2
7324,5891.43,8
7325,8294.07,4
7326,370.27,2
7327,9380.53,4
7328,9907.01,1
7329,1839.88,5
7330,6440.66,5
7331,8527.16,5
7332,1004.11,2
7333,6080.62,3
7334,9092.80,9
7335,9081.21,5
7336,773.77,3
7337,8189.68,2
7338,9689.98,1
7339,156.37,3
7340,6427.14,6
7341,4862.55,3
7342,9009.49,2
7343,7006.28,5
7344,4712.03,8
7345,6842.02,3
7346,8710.02,4
7347,8577.50,3
7348,2280.77,5
7349,6085.75,8
7350,4929.22,2
7351,1876.13,3
7352,4689.81,5
7353,6558.12,7
7354,376.45,5
7355,6009.85,5
7356,283.78,5
7357,2215.92,5
7358,8014.28,1
7359,261.09,8
7360,7101.65,6
7361,8657.87,10
7362,8963.33,9
7363,7353.80,1
7364,639.56,6
7365,8120.95,4
7366,9618.53,10
7367,5195.28,9
7368,7815.10,10
7369,1031.89,6
7370,8130.98,2
7371,7806.44,3
7372,7799.70,6
7373,1159.85,9
7374,8387.88,4
7375,8897.58,3
7376,3520.65,8
7377,5567.20,3
7378,414.43,6
7379,9603.90,9
7380,8581.83,10
7381,5017.45,2
7382,9724.59,7
7383,5263.71,10
7384,3111.47,3
7385,5275.70,5
7386,4564.06,2
7387,4804.18,8
7388,8618.01,7
7389,4823.89,6
7390,9217.11,8
7391,293.46,8
7392,6319.67,1
7393,9914.43,6
7394,3589.95,5
7395,3524.81,9
7396,5610.46,8
7397,3597.95,7
7398,4136.88,2
7399,1117.25,7
7400,9335.62,3
7401,1386.76,9
7402,8861.53,4
7403,9549.25,10
7404,371.06,10
7405,2553.33,5
7406,9603.76,5
7407,6785.84,3
7408,9636.81,1
7409,2713.47,5
7410,8114.17,3
7411,7716.12,10
7412,9121.24,4
7413,306.85,9
7414,8521.51,10
7415,6487.61,4
7416,4752.88,5
7417,6862.86,8
7418,7714.07,8
7419,5.27,9
7420,3028.82,9
7421,8527.72,5
7422,6885.13,6
7423,3357.08,7
7424,2193.41,10
7425,4229.00,4
7426,2033.18,1
7427,9734.99,9
7428,3458.34,7
7429,4066.95,5
7430,8561.26,1
7431,4539.03,9
7432,264.91,2
7433,46.98,3
7434,5285.76,8
7435,5783.99,1
7436,3911.44,4
7437,105.86,8
7438,6143.63,3
7439,672.19,3
7440,2003.77,2
7441,5534.47,6
7442,3677.87,3
7443,1252.72,5
7444,2133.88,2
7445,1362.83,2
7446,6984.70,7
7447,456.44,10
7448,6951.50,9
7449,9048.50,4
7450,8221.74,8
7451,3477.65,7
7452,8365.79,7
7453,897.41,9
7454,6005.40,2
7455,8467.82,2
7456,7999.04,8
7457,6046.54,4
7458,1066.16,4
7459,4812.88,4
7460,8211.54,1
7461,8550.67,8
7462,9384.35,5
7463,6885.22,2
7464,3026.49,9
7465,9141.00,5
7466,694.88,2
7467,6092.92,2
7468,1106.12,10
7469,3561.07,7
7470,5728.06,10
7471,4292.82,10
7472,3565.08,6
7473,2036.14,3
7474,3844.20,3
7475,7190.94,10
7476,7854.20,10
7477,6394.71,3
7478,3823.94,2
7479,7222.55,7
7480,5207.65,1
7481,3636.54,10
7482,4491.56,4
7483,1586.29,8
7484,3218.76,8
7485,7329.24,7
7486,8577.40,8
7487,2600.30,2
7488,6994.46,7
7489,1116.07,4
7490,2766.63,2
7491,4355.56,4
7492,2035.68,3
7493,1830.24,2
7494,9234.72,3
7495,1760.28,8
7496,9500.72,2
7497,3236.59,8
7498,9136.42,6
7499,5501.16,2
7500,9830.87,2
7501,5259.37,10
7502,6493.30,6
7503,9191.32,4
7504,3852.47,9
7505,7705.21,10
7506,1715.98,3
7507,3031.40,2
7508,1416.56,3
7509,1953.18,3
7510,7600.77,7
7511,1679.36,10
7512,6397.43,1
7513,8859.46,1
7514,7056.33,2
7515,2706.38,9
7516,3443.27,9
7517,6211.76,10
7518,1044.57,9
7519,6010.10,6
7520,6257.21,9
7521,4469.19,3
7522,7261.05,1
7523,3863.43,9
7524,9384.01,4
7525,5236.19,3
7526,4933.50,6
7527,5895.88,10
7528,5487.66,4
7529,2944.35,6
7530,8783.26,4
7531,3236.43,7
7532,7927.32,5
7533,6553.98,2
7534,5672.93,3
7535,1290.85,2
7536,4073.74,4
7537,4737.75,7
7538,754.38,3
7539,1182.93,3
7540,8255.68,7
7541,4971.37,9
7542,6035.07,6
7543,5758.59,4
7544,4485.59,2
7545,4231.86,5
7546,3196.34,3
7547,7233.13,10
7548,8185.87,2
7549,6591.83,4
7550,4226.02,2
7551,56.06,5
7552,3022.30,2
7553,898.57,7
7554,7968.79,5
7555,4374.92,5
7556,3647.78,5
7557,9939.50,9
7558,8051.00,1
7559,2598.10,8
7560,7669.97,5
7561,1021.20,3
7562,7802.87,10
7563,3988.87,2
7564,478.31,1
7565,6726.90,5
7566,779.49,4
7567,9966.48,4
7568,4700.61,2
7569,3767.68,6
7570,1273.00,2
7571,5847.28,3
7572,2006.99,6
7573,7305.85,3
7574,7811.73,5
7575,3127.53,2
7576,8738.44,6
7577,7903.89,8
7578,4058.49,3
7579,91.50,6
7580,8409.59,5
7581,8340.63,9
7582,5748.15,5
7583,7522.53,2
7584,3520.17,8
7585,7936.48,8
7586,9346.25,10
7587,601.31,4
7588,6306.68,1
7589,2742.57,6
7590,7963.35,5
7591,7694.76,3
7592,3075.84,1
7593,973.96,1
7594,2726.37,3
7595,1670.71,3
7596,9583.38,3
7597,4404.98,1
7598,3286.15,9
7599,9617.41,5
7600,5556.69,5
7601,8095.26,6
7602,9432.05,10
7603,2403.94,2
7604,4907.02,9
7605,2777.62,5
7606,6887.29,10
7607,6386.30,10
7608,4436.73,7
7609,6514.84,3
7610,4275.43,10
7611,5745.98,9
7612,7919.27,1
7613,4819.67,2
7614,4976.29,1
7615,5441.63,2
7616,4314.54,4
7617,1333.32,9
7618,7130.96,3
7619,1561.46,8
7620,8579.22,6
7621,4370.29,3
7622,7409.15,4
7623,7982.62,4
7624,1041.81,4
7625,8162.76,9
7626,9317.72,2
7627,5676.12,10
7628,6634.05,4
7629,1475.91,1
7630,4808.31,8
7631,3739.26,5
7632,8405.29,6
7633,415.64,7
7634,8732.46,3
7635,9294.84,2
7636,693.82,3
7637,6713.20,4
7638,9296.55,1
7639,6765.14,7
7640,6088.55,6
7641,7546.64,2
7642,4084.72,1
7643,5710.35,5
7644,6886.99,6
7645,8046.81,6
7646,446.33,1
7647,415.55,3
7648,6140.30,3
7649,3036.12,3
7650,1085.80,1
7651,3716.60,1
7652,5573.08,1
7653,261.01,4
7654,546.09,9
7655,2174.70,2
7656,7675.73,3
7657,3404.66,7
7658,5942.86,3
7659,9640.95,5
7660,7089.28,10
7661,9504.23,10
7662,5785.26,4
7663,1496.33,3
7664,2037.36,5
7665,2047.36,7
7666,4010.05,10
7667,2409.20,1
7668,7.34,8
7669,7985.55,5
7670,2459.28,1
7671,6321.65,7
7672,3142.20,3
7673,4177.32,3
7674,3947.95,4
7675,8557.47,10
7676,7877.43,5
7677,6362.28,9
7678,9796.37,4
7679,6438.77,2
7680,241.43,5
7681,1667.05,8
7682,243.07,6
7683,6605.08,5
7684,2935.54,9
7685,3857.59,2
7686,3507.63,10
7687,4347.50,6
7688,2819.58,2
7689,9077.10,3
7690,9438.82,4
7691,2702.49,2
7692,7750.84,10
7693,8647.34,8
7694,6661.84,6
7695,6793.86,10
7696,9859.38,7
7697,4660.86,10
7698,7929.65,1
7699,1968.20,9
7700,8289.78,6
7701,3555.15,10
7702,6986.77,10
7703,2638.08,9
7704,8199.11,9
7705,2634.62,5
7706,1669.88,9
7707,2428.99,10
7708,4373.31,9
7709,4594.68,5
7710,2198.39,4
7711,5220.35,1
7712,7208.87,7
7713,5501.95,4
7714,648.67,4
7715,977.15,4
7716,6003.87,3
7717,2398.37,4
7718,7459.60,2
7719,9888.31,9
7720,9512.45,2
7721,7721.46,3
7722,3482.88,9
7723,3259.22,7
7724,6538.71,4
7725,9071.56,8
7726,1570.04,4
7727,9850.30,5
7728,9981.21,8
7729,4507.00,4
7730,9979.27,4
7731,1909.83,8
7732,6186.05,1
7733,5510.99,2
7734,988.55,8
7735,6018.54,5
7736,7726.70,3
7737,2049.43,9
7738,2017.60,2
7739,45.17,7
7740,1800.70,1
7741,6727.01,1
7742,3289.83,2
7743,9006.20,1
7744,8318.39,4
7745,7948.84,10
7746,5606.21,7
7747,9429.71,10
7748,1455.70,6
7749,5208.26,4
7750,4156.86,6
7751,3942.43,6
7752,5953.33,10
7753,3146.52,5
7754,9461.71,10
7755,5230.61,6
7756,4766.46,2
7757,4868.08,5
7758,4510.67,9
7759,1269.58,1
7760,7804.03,6
7761,9145.59,3
7762,7964.18,1
7763,1773.61,10
7764,2444.12,10
7765,611.60,6
7766,6878.98,10
7767,9186.37,10
7768,5271.30,1
7769,6809.33,7
7770,8839.65,3
7771,6214.63,3
7772,1054.51,6
7773,1062.69,4
7774,2605.27,1
7775,5901.32,6
7776,9368.53,10
7777,5526.43,7
7778,8421.21,5
7779,9541.08,9
7780,1459.41,10
7781,4489.67,5
7782,3999.94,8
7783,2360.49,10
7784,9964.10,6
7785,4032.05,7
7786,9840.53,4
7787,6816.86,7
7788,1916.63,1
7789,469.04,9
7790,8035.01,10
7791,8613.37,7
7792,1108.20,10
7793,6673.87,3
7794,2001.13,4
7795,1085.34,10
7796,9315.40,10
7797,2326.07,2
7798,683.92,9
7799,9481.28,4
7800,7171.01,3
7801,1412.10,1
7802,9685.17,10
7803,7844.11,2
7804,4523.78,8
7805,7891.56,3
7806,3508.07,3
7807,7692.12,9
7808,7018.46,2
7809,8342.63,9
7810,7645.15,3
7811,9505.77,6
7812,324.56,10
7813,8613.59,3
7814,6591.69,10
7815,5145.66,4
7816,5952.32,2
7817,32.24,2
7818,4032.19,8
7819,1758.69,4
7820,2916.14,6
7821,9563.48,7
7822,4426.42,10
7823,5473.34,2
7824,7641.15,10
7825,7455.07,5
7826,1012.42,10
7827,6241.93,4
7828,455.15,3
7829,5375.02,6
7830,3847.34,1
7831,3556.72,2
7832,768.62,10
7833,7819.27,10
7834,2923.06,7
7835,6448.23,2
7836,4617.16,8
7837,9655.90,6
7838,5622.01,5
7839,168.62,7
7840,7625.85,6
7841,3073.11,2
7842,4819.70,5
7843,6269.24,3
7844,3652.23,10
7845,7910.56,1
7846,3793.89,2
7847,2400.95,7
7848,4374.21,5
7849,379.30,6
7850,6766.38,4
7851,3097.07,7
7852,7911.70,1
7853,6513.44,3
7854,9381.98,10
7855,3043.43,6
7856,5205.29,4
7857,8346.88,10
7858,1720.08,10
7859,9896.11,1
7860,1322.88,5
7861,2771.69,3
7862,7538.02,5
7863,4577.08,4
7864,5124.49,4
7865,5309.59,10
7866,7361.08,1
7867,3159.26,9
7868,4788.23,7
7869,3616.46,3
7870,9762.91,8
7871,5946.74,3
7872,8584.82,5
7873,8439.75,5
7874,4720.79,10
7875,6162.69,3
7876,9985.43,4
7877,2961.73,6
7878,5283.91,6
7879,2776.47,2
7880,3697.49,1
7881,4986.91,5
7882,8958.74,5
7883,9433.03,4
7884,4545.13,5
7885,269.87,5
7886,8194.17,10
7887,4192.13,6
7888,4245.90,6
7889,9430.03,3
7890,140.02,4
7891,2841.20,1
7892,2082.73,5
7893,5362.88,10
7894,9456.10,10
7895,1915.00,5
7896,4229.43,8
7897,2832.55,10
7898,4365.01,7
7899,6236.90,9
7900,3060.94,7
7901,7018.45,5
7902,5370.29,10
7903,9790.58,5
7904,2163.76,6
7905,3189.20,4
7906,8102.81,8
7907,8037.78,4
7908,4959.51,6
7909,5389.84,5
7910,6611.38,1
7911,4416.67,5
7912,4864.29,8
7913,8053.77,4
7914,1079.99,4
7915,3687.36,9
7916,2728.82,7
7917,788.75,9
7918,4432.47,9
7919,34.72,4
7920,2939.00,4
7921,3236.72,9
7922,5576.11,8
7923,8395.90,3
7924,3003.83,7
7925,3870.02,7
7926,3139.80,3
7927,3348.59,4
7928,2717.59,1
7929,3861.93,3
7930,2477.80,10
7931,1078.03,1
7932,8054.97,3
7933,4757.57,1
7934,439.02,4
7935,6434.70,7
7936,1843.30,2
7937,6571.38,3
7938,6942.71,7
7939,8901.42,5
7940,7952.53,3
7941,1150.26,7
7942,9754.75,6
7943,8407.67,9
7944,8254.02,10
7945,4167.10,6
7946,9025.09,10
7947,4360.46,2
7948,1921.12,2
7949,7947.02,1
7950,1125.02,7
7951,9005.57,1
7952,4779.24,4
7953,6479.21,7
7954,7114.41,8
7955,9289.05,5
7956,2360.76,6
7957,3430.17,3
7958,9772.03,3
7959,9758.75,10
7960,4079.37,4
7961,3749.29,4
7962,4538.70,5
7963,2726.48,8
7964,7511.14,7
7965,9546.05,3
7966,3950.92,7
7967,906.32,4
7968,1154.11,5
7969,1318.00,9
7970,2184.14,2
7971,2050.56,2
7972,1235.63,5
7973,6321.98,6
7974,6178.04,6
7975,4724.43,8
7976,3146.29,3
7977,6906.18,7
7978,2482.36,7
7979,9292.05,2
7980,901.66,3
7981,2958.66,3
7982,4440.27,9
7983,8430.35,7
7984,8667.82,6
7985,4278.30,3
7986,2617.22,4
7987,7044.38,10
7988,6833.86,5
7989,637.01,2
7990,2487.03,8
7991,2326.37,6
7992,1374.31,8
7993,9577.48,8
7994,7302.42,5
7995,882.79,2
7996,9316.78,6
7997,4578.60,3
7998,806.45,9
7999,1347.65,7
8000,5014.87,8
8001,9121.07,8
8002,3981.62,9
8003,7706.91,7
8004,1623.49,10
8005,5398.65,2
8006,2387.38,4
8007,678.12,1
8008,9683.77,1
8009,9945.83,5
8010,5802.66,7
8011,1920.93,5
8012,46.82,5
8013,2290.67,4
8014,9868.58,10
8015,8598.37,3
8016,1500.36,5
8017,6891.84,8
8018,217.31,9
8019,3865.28,9
8020,4409.69,2
8021,3081.91,7
8022,3176.99,6
8023,2229.65,1
8024,443.95,9
8025,2514.19,6
8026,3558.22,9
8027,7413.98,2
8028,5031.15,2
8029,8698.51,7
8030,9256.33,5
8031,4338.13,9
8032,3570.12,1
8033,8611.43,4
8034,4444.67,8
8035,6151.74,2
8036,4624.64,4
8037,2079.57,1
8038,7987.70,6
8039,1863.30,6
8040,3335.11,9
8041,659.95,10
8042,1368.49,8
8043,44.79,4
8044,6105.08,4
8045,4079.09,5
8046,903.92,4
8047,9334.77,3
8048,3254.80,5
8049,8943.27,4
8050,2311.97,6
8051,7019.58,2
8052,9781.38,2
8053,1394.88,7
8054,1798.76,6
8055,2841.36,6
8056,5624.76,4
8057,2665.42,9
8058,6749.12,2
8059,6363.33,4
8060,5910.81,1
8061,4063.59,3
8062,833.14,2
8063,2716.70,3
8064,8528.15,4
8065,5837.25,7
8066,2881.92,5
8067,3360.62,8
8068,1091.89,7
8069,2560.76,4
8070,6239.39,4
8071,5605.23,10
8072,1857.81,9
8073,6225.03,1
8074,5463.13,1
8075,7079.93,10
8076,9472.42,3
8077,7045.02,7
8078,225.45,8
8079,9072.84,6
8080,4579.25,2
8081,1150.13,5
8082,2057.23,3
8083,5724.29,5
8084,2249.03,6
8085,3785.64,6
8086,8180.41,6
8087,4426.08,6
8088,7960.99,7
8089,6429.01,10
8090,8090.98,7
8091,6460.12,4
8092,1434.99,2
8093,6312.24,9
8094,2783.05,9
8095,5904.07,5
8096,1998.90,1
8097,7242.54,1
8098,3545.30,5
8099,9138.22,6
8100,6372.73,4
8101,1325.88,7
8102,7114.88,10
8103,6907.13,4
8104,4761.12,7
8105,2223.66,7
8106,6639.82,2
8107,5821.05,5
8108,3967.71,7
8109,1910.65,2
8110,3379.20,1
8111,6426.27,2
8112,6879.97,3
8113,4552.54,8
8114,2361.93,6
8115,530.41,10
8116,6120.11,7
8117,3084.62,1
8118,6327.90,8
8119,1337.47,4
8120,5917.61,4
8121,6348.19,10
8122,6191.68,10
8123,6129.42,2
8124,331.05,9
8125,7229.42,2
8126,2997.39,4
8127,2724.96,1
8128,7831.88,6
8129,5145.70,2
8130,5874.14,6
8131,7753.02,10
8132,1959.71,5
8133,9437.35,5
8134,2855.34,2
8135,6897.44,1
8136,5268.92,9
8137,3748.07,8
8138,6590.86,3
8139,4701.02,8
8140,9108.09,9
8141,5315.24,8
8142,4959.72,4
8143,4261.41,6
8144,4909.15,2
8145,7241.78,10
8146,7381.94,1
8147,5207.64,5
8148,3609.83,10
8149,6283.95,6
8150,1231.75,10
8151,1715.56,10
8152,8593.14,9
8153,3465.05,9
8154,9170.24,7
8155,1001.82,7
8156,4099.78,5
8157,9912.71,5
8158,7444.29,4
8159,6730.40,8
8160,5453.98,10
8161,5717.99,3
8162,7239.33,8
8163,1072.15,10
8164,9640.82,9
8165,5327.31,9
8166,6027.27,10
8167,3777.08,8
8168,4782.62,1
8169,9003.61,6
8170,3516.78,5
8171,6550.62,2
8172,4884.38,8
8173,6231.18,7
8174,7291.67,1
8175,6269.52,9
8176,1852.89,6
8177,3588.75,5
8178,6514.22,8
8179,1129.19,6
8180,241.55,8
8181,6578.51,7
8182,8173.64,5
8183,9683.99,3
8184,1432.61,6
8185,2174.08,10
8186,9275.97,3
8187,3923.25,1
8188,3040.87,2
8189,6438.29,4
8190,100.38,2
8191,4019.99,8
8192,6207.45,5
8193,9462.08,8
8194,8187.48,2
8195,4196.09,1
8196,8149.87,3
8197,8088.61,3
8198,79.20,10
8199,6266.72,2
8200,9844.06,2
8201,5412.27,4
8202,7995.45,8
8203,9858.34,3
8204,9036.48,6
8205,4879.96,4
8206,1611.50,7
8207,6039.09,10
8208,6919.06,1
8209,5972.51,9
8210,891.02,10
8211,4156.51,7
8212,2747.17,3
8213,7906.92,1
8214,4533.07,2
8215,47.29,5
8216,4440.39,2
8217,7575.67,4
8218,7.60,8
8219,7464.69,7
8220,4778.25,8
8221,8026.99,7
8222,5382.35,10
8223,3564.13,4
8224,2187.75,3
8225,4190.56,7
8226,184.99,10
8227,3593.47,4
8228,2316.94,10
8229,3265.90,9
8230,2398.27,7
8231,9554.07,2
8232,1598.39,8
8233,8216.23,7
8234,1351.26,10
8235,2530.12,9
8236,6828.70,6
8237,4148.23,6
8238,1749.10,3
8239,8628.03,2
8240,5425.15,5
8241,9008.79,5
8242,2373.98,1
8243,4024.10,1
8244,9467.51,2
8245,1992.58,5
8246,4093.99,8
8247,5488.13,7
8248,2893.11,9
8249,5329.66,8
8250,5732.45,7
8251,8931.97,7
8252,5285.50,7
8253,7710.27,4
8254,3078.66,9
8255,26.34,4
8256,7581.42,4
8257,504.43,1
8258,5862.29,8
8259,7735.82,5
8260,4718.70,1
8261,1146.59,2
8262,9866.90,7
8263,3741.10,5
8264,7756.93,7
8265,1581.35,7
8266,6524.22,8
8267,8149.12,6
8268,3325.23,6
8269,3503.77,6
8270,309.40,9
8271,4636.00,2
8272,1386.25,6
8273,6278.51,1
8274,5048.31,3
8275,6224.22,9
8276,3252.70,2
8277,7884.67,10
8278,3851.47,7
8279,6264.62,5
8280,552.55,7
8281,4008.80,2
8282,3805.52,8
8283,7875.54,7
8284,2411.24,6
8285,5496.25,9
8286,5781.15,4
8287,9085.49,3
8288,2504.01,6
8289,9771.64,8
8290,1757.90,8
8291,232.35,8
8292,9828.84,6
8293,7551.87,1
8294,6919.44,10
8295,4791.34,2
8296,7060.14,1
8297,2200.67,6
8298,1439.13,2
8299,4735.48,8
8300,8165.48,10
8301,5411.55,2
8302,7354.05,8
8303,6776.65,3
8304,2602.85,7
8305,9556.29,3
8306,9216.89,1
8307,6391.71,5
8308,6862.59,6
8309,3999.17,2
8310,3318.29,10
8311,2407.52,10
8312,5378.52,4
8313,9952.32,8
8314,9188.67,7
8315,6100.18,4
8316,1904.51,7
8317,6035.74,4
8318,8816.67,7
8319,5258.05,1
8320,9337.94,2
8321,4605.63,4
8322,3562.59,7
8323,5464.71,5
8324,668.46,4
8325,7127.75,2
8326,6098.79,9
8327,7977.13,8
8328,6240.42,6
8329,5397.97,6
8330,4874.70,4
8331,6006.12,5
8332,2839.48,6
8333,4249.71,10
8334,1583.03,9
8335,8949.88,1
8336,8248.77,2
8337,538.97,4
8338,7894.43,1
8339,7188.72,8
8340,867.11,9
8341,2659.85,1
8342,6331.62,8
8343,8417.57,9
