id,value,risk
20531,8760.00,6
20532,7340.00,2
20533,4820.00,1
20534,9040.00,3
20535,5360.00,2
20536,8180.00,8
20537,940.00,10
20538,8940.00,7
20539,3260.00,10
20540,9660.00,6
20541,9940.00,2
20542,8720.00,8
20543,7600.00,7
20544,6980.00,6
20545,8340.00,6
20546,7280.00,6
20547,660.00,3
20548,3120.00,6
20549,6240.00,8
20550,2180.00,9
20551,8460.00,2
20552,5500.00,8
20553,3360.00,6
20554,1200.00,3
20555,2740.00,8
20556,7100.00,9
20557,0.00,8
20558,2380.00,10
20559,6720.00,1
20560,4080.00,3
20561,2660.00,9
20562,3780.00,3
20563,5280.00,6
20564,4020.00,5
20565,5000.00,1
20566,1700.00,4
20567,740.00,8
20568,780.00,8
20569,7040.00,4
20570,4080.00,3
20571,1620.00,8
20572,9180.00,5
20573,5820.00,2
20574,4080.00,10
20575,7500.00,9
20576,3420.00,3
20577,2480.00,6
20578,6520.00,8
20579,1900.00,6
20580,3680.00,10
20581,5340.00,6
20582,9640.00,10
20583,2260.00,8
20584,7080.00,10
20585,3400.00,6
20586,920.00,10
20587,8500.00,10
20588,2880.00,9
20589,3700.00,7
20590,1380.00,2
20591,3120.00,2
20592,1400.00,8
20593,3880.00,6
20594,2860.00,3
20595,4240.00,1
20596,8020.00,2
20597,7540.00,3
20598,8700.00,1
20599,5720.00,4
20600,1080.00,3
20601,5760.00,6
20602,4400.00,6
20603,8960.00,7
20604,380.00,1
20605,2000.00,3
20606,7460.00,8
20607,5260.00,5
20608,8460.00,4
20609,9020.00,10
20610,7440.00,8
20611,9420.00,10
20612,8980.00,8
20613,9820.00,10
20614,7240.00,9
20615,1400.00,9
20616,5140.00,9
20617,1860.00,8
20618,4820.00,10
20619,8140.00,2
20620,5100.00,5
20621,9020.00,9
20622,6440.00,1
20623,5500.00,3
20624,9220.00,10
20625,5520.00,7
20626,4280.00,1
20627,2620.00,5
20628,1740.00,8
20629,6920.00,5
20630,2100.00,2
20631,2680.00,10
20632,5400.00,4
20633,6460.00,8
20634,7420.00,3
20635,7980.00,7
20636,6760.00,5
20637,3920.00,5
20638,1520.00,7
20639,8840.00,5
20640,5460.00,3
20641,4200.00,7
20642,680.00,7
20643,8220.00,1
20644,8840.00,3
20645,7580.00,5
20646,1200.00,8
20647,1580.00,2
20648,3820.00,9
20649,9940.00,5
20650,1300.00,8
20651,6300.00,4
20652,6960.00,4
20653,5980.00,10
20654,7280.00,10
20655,420.00,3
20656,300.00,7
20657,6740.00,8
20658,6880.00,5
20659,9160.00,4
20660,6240.00,3
20661,2660.00,5
20662,2500.00,10
20663,7720.00,5
20664,4600.00,7
20665,3200.00,4
20666,7320.00,4
20667,120.00,5
20668,5460.00,6
20669,7040.00,5
20670,8880.00,3
20671,2380.00,5
20672,2740.00,4
20673,5940.00,4
20674,1280.00,3
20675,4880.00,5
20676,400.00,10
20677,3900.00,10
20678,5780.00,10
20679,7800.00,10
20680,1980.00,5
20681,660.00,5
20682,5260.00,3
20683,5480.00,8
20684,3380.00,8
20685,4320.00,5
20686,4480.00,5
20687,6100.00,1
20688,4920.00,7
20689,3180.00,8
20690,4160.00,9
20691,140.00,6
20692,4320.00,2
20693,8300.00,1
20694,2640.00,7
20695,7220.00,7
20696,8640.00,2
20697,3040.00,2
20698,1900.00,9
20699,6880.00,4
20700,6460.00,9
20701,7900.00,7
20702,5320.00,9
20703,160.00,10
20704,3740.00,5
20705,5840.00,3
20706,5960.00,4
20707,2540.00,6
20708,9320.00,1
20709,6940.00,3
20710,2740.00,6
20711,8300.00,4
20712,8860.00,3
20713,5640.00,1
20714,6820.00,3
20715,7560.00,6
20716,5060.00,2
20717,200.00,3
20718,7460.00,9
20719,5100.00,10
20720,8160.00,4
20721,3660.00,1
20722,2680.00,3
20723,2480.00,4
20724,1460.00,9
20725,300.00,4
20726,5140.00,4
20727,4480.00,3
20728,2840.00,7
20729,1820.00,7
20730,8880.00,1
20731,1980.00,7
20732,7200.00,3
20733,2500.00,2
20734,1800.00,1
20735,4020.00,8
20736,9180.00,10
20737,7160.00,8
20738,1780.00,1
20739,1240.00,8
20740,1280.00,7
20741,3660.00,9
20742,3180.00,5
20743,9380.00,3
20744,8980.00,9
20745,2880.00,1
20746,4660.00,8
20747,820.00,2
20748,9460.00,1
20749,1620.00,6
20750,7380.00,7
20751,1620.00,1
20752,8440.00,9
20753,2420.00,5
20754,5160.00,1
20755,3900.00,2
20756,1220.00,10
20757,500.00,9
20758,5560.00,10
20759,2520.00,7
20760,2520.00,6
20761,2740.00,10
20762,1600.00,4
20763,2760.00,7
20764,8580.00,4
20765,1640.00,3
20766,8300.00,10
20767,6780.00,2
20768,640.00,3
20769,9520.00,9
20770,7440.00,10
20771,380.00,7
20772,1900.00,1
20773,8960.00,9
20774,3120.00,7
20775,9620.00,4
20776,2520.00,2
20777,1420.00,5
20778,7400.00,10
20779,5780.00,2
20780,1100.00,6
20781,2820.00,4
20782,400.00,6
20783,8640.00,1
20784,7760.00,1
20785,5520.00,1
20786,1600.00,2
20787,6120.00,1
20788,9760.00,5
20789,8840.00,7
20790,5520.00,10
20791,8400.00,10
20792,2200.00,2
20793,6600.00,8
20794,2620.00,1
20795,8420.00,8
20796,2100.00,3
20797,7980.00,5
20798,9640.00,9
20799,6500.00,3
20800,6960.00,5
20801,3560.00,9
20802,9820.00,9
20803,3300.00,2
20804,4200.00,4
20805,340.00,9
20806,9440.00,3
20807,2120.00,10
20808,840.00,5
20809,5960.00,2
20810,7360.00,9
20811,9980.00,6
20812,5820.00,2
20813,5660.00,10
20814,5040.00,5
20815,8220.00,6
20816,4840.00,4
20817,1220.00,10
20818,420.00,1
20819,1740.00,1
20820,1460.00,7
20821,2080.00,10
20822,5400.00,10
20823,40.00,7
20824,8380.00,8
20825,1380.00,10
20826,8740.00,10
20827,2400.00,4
20828,8580.00,1
20829,1500.00,3
20830,2220.00,5
20831,3360.00,4
20832,40.00,2
20833,6720.00,7
20834,3480.00,4
20835,6940.00,3
20836,7640.00,3
20837,9580.00,1
20838,2120.00,2
20839,8500.00,4
20840,7320.00,10
20841,9080.00,1
20842,3660.00,6
20843,9440.00,6
20844,5900.00,1
20845,8040.00,9
20846,4220.00,10
20847,7260.00,10
20848,5360.00,7
20849,5460.00,6
20850,2320.00,2
20851,8240.00,9
20852,5040.00,6
20853,8580.00,10
20854,9860.00,9
20855,380.00,1
20856,9940.00,8
20857,3980.00,8
20858,3320.00,9
20859,8860.00,9
20860,9040.00,10
20861,1960.00,5
20862,8260.00,1
20863,960.00,8
20864,580.00,2
20865,580.00,3
20866,5300.00,2
20867,6140.00,3
20868,120.00,9
20869,3940.00,4
20870,4460.00,2
20871,3060.00,8
20872,5260.00,10
20873,780.00,6
20874,8640.00,3
20875,600.00,9
20876,6680.00,10
20877,7900.00,2
20878,8120.00,1
20879,4300.00,10
20880,2760.00,5
20881,3060.00,7
20882,4240.00,5
20883,6800.00,1
20884,6520.00,3
20885,9300.00,7
20886,6020.00,10
20887,2400.00,8
20888,8560.00,1
20889,3760.00,6
20890,4620.00,2
20891,8200.00,2
20892,6060.00,3
20893,7940.00,1
20894,3380.00,3
20895,2400.00,10
20896,1160.00,5
20897,3400.00,7
20898,2560.00,9
20899,9260.00,8
20900,7160.00,9
20901,700.00,6
20902,4200.00,4
20903,620.00,7
20904,7600.00,3
20905,7460.00,9
20906,4340.00,10
20907,7900.00,5
20908,2100.00,4
20909,1620.00,1
20910,7520.00,5
20911,6260.00,10
20912,3200.00,8
20913,8480.00,6
20914,6140.00,8
20915,9960.00,8
20916,9640.00,9
20917,2520.00,5
20918,2500.00,7
20919,6080.00,6
20920,8480.00,8
20921,880.00,9
20922,6120.00,9
20923,2180.00,8
20924,240.00,10
20925,7500.00,7
20926,780.00,10
20927,3940.00,5
20928,9380.00,5
20929,6700.00,10
20930,8000.00,3
20931,9860.00,9
20932,8940.00,7
20933,900.00,6
20934,4560.00,3
20935,7080.00,3
20936,7120.00,6
20937,4960.00,3
20938,4720.00,8
20939,8920.00,5
20940,9000.00,3
20941,2060.00,4
20942,3800.00,6
20943,8660.00,4
20944,3300.00,3
20945,3760.00,3
20946,9840.00,9
20947,4400.00,3
20948,8480.00,9
20949,4040.00,8
20950,7960.00,1
20951,6300.00,6
20952,2800.00,1
20953,3880.00,1
20954,100.00,3
20955,8880.00,7
20956,4280.00,6
20957,9680.00,8
20958,200.00,1
20959,9160.00,8
20960,8040.00,9
20961,9280.00,1
20962,8940.00,1
20963,6640.00,10
20964,9120.00,10
20965,3340.00,9
20966,3620.00,1
20967,2540.00,5
20968,6620.00,9
20969,4700.00,4
20970,4800.00,1
20971,5560.00,5
20972,8180.00,2
20973,800.00,10
20974,4320.00,6
20975,8320.00,10
20976,2860.00,7
20977,5420.00,10
20978,1600.00,7
20979,340.00,6
20980,7140.00,3
20981,2260.00,9
20982,720.00,1
20983,3880.00,3
20984,360.00,3
20985,4300.00,8
20986,3020.00,10
20987,8000.00,6
20988,3080.00,7
20989,9440.00,6
20990,1100.00,8
20991,9660.00,10
20992,6580.00,7
20993,9460.00,4
20994,8060.00,1
20995,1600.00,9
20996,3960.00,7
20997,1240.00,7
20998,6100.00,9
20999,3480.00,3
21000,960.00,9
21001,6140.00,9
21002,5140.00,4
21003,3060.00,10
21004,8740.00,9
21005,7780.00,8
21006,5860.00,3
21007,2100.00,5
21008,8320.00,6
21009,460.00,4
21010,9700.00,5
21011,5140.00,10
21012,6660.00,2
21013,6100.00,7
21014,6760.00,9
21015,3300.00,5
21016,4180.00,7
21017,1580.00,5
21018,6000.00,3
21019,4380.00,9
21020,520.00,7
21021,9680.00,10
21022,1160.00,3
21023,2680.00,8
21024,8760.00,9
21025,580.00,3
21026,3580.00,2
21027,5120.00,10
21028,7920.00,9
21029,9780.00,5
21030,8780.00,8
21031,1080.00,8
21032,5540.00,9
21033,1920.00,9
21034,4940.00,7
21035,8360.00,4
21036,9160.00,9
21037,3680.00,10
21038,4360.00,10
21039,260.00,5
21040,280.00,10
21041,80.00,10
21042,2100.00,7
21043,9500.00,6
21044,1320.00,3
21045,1520.00,4
21046,3780.00,2
21047,700.00,8
21048,9040.00,7
21049,3880.00,2
21050,9520.00,2
21051,2840.00,8
21052,2280.00,5
21053,8540.00,6
21054,8280.00,9
21055,4960.00,3
21056,5300.00,3
21057,3700.00,10
21058,8540.00,6
21059,2520.00,7
21060,5900.00,9
21061,4180.00,1
21062,8320.00,10
21063,9180.00,3
21064,6960.00,5
21065,5960.00,3
21066,5080.00,6
21067,2800.00,2
21068,5220.00,6
21069,8480.00,8
21070,5080.00,4
21071,6160.00,8
21072,3900.00,3
21073,4960.00,6
21074,3800.00,9
21075,2980.00,4
21076,1980.00,7
21077,3460.00,8
21078,9780.00,9
21079,2740.00,3
21080,5280.00,1
21081,3360.00,7
21082,80.00,3
21083,740.00,6
21084,2100.00,1
21085,5700.00,3
21086,8800.00,2
21087,8320.00,8
21088,1640.00,6
21089,1620.00,4
21090,3360.00,7
21091,1540.00,4
21092,2660.00,1
21093,80.00,10
21094,5580.00,4
21095,840.00,3
21096,8060.00,3
21097,240.00,7
21098,9500.00,7
21099,3220.00,9
21100,820.00,8
21101,9640.00,2
21102,5180.00,8
21103,1940.00,3
21104,8880.00,5
21105,2660.00,6
21106,9160.00,9
21107,9080.00,2
21108,6580.00,1
21109,6480.00,6
21110,8420.00,4
21111,9240.00,9
21112,360.00,3
21113,8000.00,7
21114,680.00,9
21115,9520.00,3
21116,7420.00,2
21117,6200.00,4
21118,1280.00,8
21119,4940.00,4
21120,1040.00,4
21121,3060.00,6
21122,4240.00,1
21123,6900.00,7
21124,820.00,8
21125,9360.00,7
21126,580.00,7
21127,780.00,9
21128,8000.00,8
21129,880.00,7
21130,160.00,2
21131,7040.00,3
21132,9160.00,10
21133,4400.00,8
21134,8780.00,4
21135,5200.00,9
21136,3940.00,9
21137,9200.00,3
21138,1360.00,1
21139,5240.00,2
21140,9080.00,10
21141,1000.00,9
21142,200.00,6
21143,4220.00,5
21144,5520.00,3
21145,1340.00,5
21146,880.00,6
21147,5680.00,8
21148,5300.00,2
21149,2060.00,1
21150,8340.00,7
21151,5200.00,1
21152,8820.00,2
21153,8240.00,10
21154,8500.00,8
21155,1480.00,10
21156,4400.00,7
21157,4820.00,8
21158,9480.00,10
21159,1300.00,4
21160,8960.00,5
21161,1600.00,5
21162,3100.00,2
21163,4100.00,8
21164,4980.00,6
21165,2080.00,6
21166,4520.00,7
21167,6360.00,9
21168,680.00,7
21169,9300.00,6
21170,4500.00,8
21171,6980.00,10
21172,3320.00,3
21173,2760.00,2
21174,4320.00,6
21175,1440.00,7
21176,8620.00,6
21177,1620.00,8
21178,1220.00,2
21179,8300.00,9
21180,7640.00,3
21181,300.00,5
21182,3120.00,4
21183,7780.00,2
21184,8380.00,9
21185,560.00,4
21186,5880.00,7
21187,5120.00,9
21188,720.00,9
21189,9860.00,5
21190,8840.00,3
21191,9360.00,7
21192,2780.00,6
21193,8500.00,7
21194,8620.00,6
21195,5100.00,10
21196,6580.00,5
21197,5220.00,7
21198,9460.00,2
21199,8780.00,2
21200,8380.00,3
21201,1040.00,2
21202,4780.00,6
21203,860.00,1
21204,5420.00,6
21205,4400.00,5
21206,5240.00,5
21207,4140.00,10
21208,3740.00,10
21209,3640.00,1
21210,5380.00,1
21211,1000.00,8
21212,5720.00,8
21213,3340.00,10
21214,8100.00,6
21215,7080.00,1
21216,1920.00,4
21217,7660.00,9
21218,6460.00,5
21219,7900.00,6
21220,6740.00,1
21221,2920.00,5
21222,6400.00,6
21223,4820.00,1
21224,8100.00,2
21225,3320.00,8
21226,8160.00,6
21227,4160.00,1
21228,4300.00,1
21229,9600.00,4
21230,8480.00,7
21231,1160.00,1
21232,1120.00,3
21233,7120.00,8
21234,7660.00,7
21235,4240.00,6
21236,1920.00,6
21237,6160.00,6
21238,3060.00,5
21239,7020.00,2
21240,8000.00,7
21241,3080.00,3
21242,3920.00,6
21243,760.00,9
21244,4440.00,1
21245,100.00,1
21246,7020.00,2
21247,6480.00,5
21248,8760.00,8
21249,4660.00,2
21250,1360.00,4
21251,4380.00,1
21252,3880.00,5
21253,5420.00,5
21254,260.00,5
21255,880.00,3
21256,600.00,4
21257,9060.00,6
21258,280.00,5
21259,7900.00,7
21260,920.00,1
21261,1360.00,1
21262,4300.00,9
21263,160.00,1
21264,9140.00,10
21265,2380.00,3
21266,7800.00,10
21267,2000.00,7
21268,2680.00,4
21269,3420.00,2
21270,3620.00,1
21271,7560.00,5
21272,7160.00,9
21273,880.00,5
21274,2200.00,7
21275,4660.00,4
21276,6040.00,3
21277,1820.00,2
21278,1580.00,4
21279,2600.00,2
21280,4280.00,9
21281,1680.00,5
21282,5780.00,2
21283,6400.00,3
21284,1340.00,4
21285,6080.00,3
21286,1920.00,9
21287,5040.00,2
21288,9560.00,2
21289,4800.00,10
21290,2760.00,6
21291,7200.00,6
21292,7020.00,10
21293,9940.00,8
21294,420.00,7
21295,320.00,3
21296,1780.00,4
21297,9260.00,9
21298,2940.00,7
21299,5260.00,7
21300,7580.00,10
21301,400.00,6
21302,4260.00,4
21303,6800.00,2
21304,5760.00,9
21305,1620.00,8
21306,7440.00,10
21307,6820.00,4
21308,5120.00,10
21309,720.00,1
21310,6960.00,1
21311,7220.00,1
21312,7680.00,10
21313,6520.00,6
21314,2360.00,3
21315,2360.00,2
21316,9940.00,3
21317,5560.00,4
21318,5160.00,6
21319,2680.00,7
21320,7920.00,9
21321,5200.00,6
21322,5320.00,6
21323,9340.00,4
21324,5700.00,2
21325,1180.00,10
21326,3180.00,3
21327,9900.00,4
21328,7720.00,6
21329,5200.00,2
21330,840.00,8
21331,2980.00,4
21332,7580.00,5
21333,7100.00,4
21334,8360.00,8
21335,4120.00,1
21336,6480.00,5
21337,4100.00,1
21338,8720.00,8
21339,1520.00,5
21340,7400.00,1
21341,5940.00,4
21342,4480.00,6
21343,1540.00,5
21344,2000.00,7
21345,3860.00,3
21346,8320.00,7
21347,8420.00,5
21348,5100.00,7
21349,160.00,5
21350,2140.00,4
21351,6580.00,9
21352,3160.00,7
21353,8100.00,2
21354,7520.00,9
21355,1120.00,7
21356,8160.00,10
21357,6860.00,4
21358,8900.00,4
21359,5040.00,8
21360,2520.00,1
21361,6240.00,4
21362,3020.00,4
21363,9240.00,3
21364,4880.00,7
21365,3140.00,4
21366,2780.00,6
21367,9600.00,10
21368,4240.00,6
21369,2240.00,7
21370,8160.00,5
21371,2880.00,2
21372,2080.00,9
21373,8740.00,10
21374,5520.00,9
21375,8020.00,7
21376,7240.00,2
21377,2380.00,9
21378,280.00,1
21379,3220.00,8
21380,5700.00,7
21381,2360.00,10
21382,8200.00,4
21383,5080.00,9
21384,7800.00,9
21385,1800.00,9
21386,4860.00,3
21387,5420.00,2
21388,8340.00,9
21389,1840.00,3
21390,8280.00,5
21391,7280.00,6
21392,5880.00,6
21393,3300.00,3
21394,9640.00,5
21395,1960.00,2
21396,7540.00,4
21397,4660.00,5
21398,6760.00,1
21399,7620.00,2
21400,120.00,5
21401,9700.00,2
21402,4860.00,9
21403,4060.00,7
21404,6100.00,8
21405,3760.00,6
21406,9100.00,7
21407,3300.00,6
21408,9720.00,3
21409,240.00,7
21410,7760.00,9
21411,5240.00,6
21412,240.00,1
21413,5940.00,9
21414,8160.00,1
21415,6880.00,9
21416,2040.00,6
21417,7360.00,5
21418,2300.00,10
21419,2080.00,6
21420,4940.00,10
21421,6600.00,9
21422,6780.00,2
21423,9800.00,6
21424,5820.00,4
21425,9840.00,3
21426,6800.00,7
21427,2840.00,8
21428,1980.00,4
21429,1260.00,2
21430,3620.00,5
21431,6660.00,8
21432,9840.00,1
21433,20.00,7
21434,3380.00,7
21435,2300.00,4
21436,4500.00,3
21437,3720.00,3
21438,8700.00,9
21439,7100.00,7
21440,7520.00,9
21441,3160.00,3
21442,3240.00,2
21443,2980.00,1
21444,6080.00,4
21445,9280.00,3
21446,4820.00,10
21447,9680.00,10
21448,7760.00,3
21449,1520.00,5
21450,5040.00,5
21451,2940.00,3
21452,3020.00,8
21453,1060.00,10
21454,2060.00,4
21455,300.00,5
21456,2700.00,3
21457,5060.00,4
21458,6380.00,9
21459,3840.00,7
21460,5040.00,9
21461,1180.00,3
21462,5520.00,3
21463,2440.00,3
21464,8060.00,7
21465,6720.00,10
21466,4780.00,1
21467,3800.00,5
21468,1380.00,1
21469,80.00,6
21470,4180.00,2
21471,3120.00,1
21472,1020.00,10
21473,60.00,9
21474,5280.00,4
21475,1360.00,3
21476,3900.00,9
21477,60.00,7
21478,2320.00,2
21479,1400.00,4
21480,4660.00,4
21481,4940.00,8
21482,620.00,1
21483,3440.00,2
21484,3260.00,8
21485,40.00,7
21486,6780.00,4
21487,3000.00,3
21488,8300.00,4
21489,5760.00,5
21490,4420.00,1
21491,9140.00,5
21492,5760.00,2
21493,3480.00,3
21494,8480.00,8
21495,2660.00,10
21496,1040.00,1
21497,1480.00,7
21498,1900.00,7
21499,7080.00,5
21500,9440.00,1
21501,3780.00,9
21502,6480.00,6
21503,9240.00,1
21504,3700.00,9
21505,1680.00,4
21506,4520.00,1
21507,9680.00,2
21508,6880.00,5
21509,5160.00,5
21510,7800.00,3
21511,340.00,9
21512,9700.00,10
21513,6960.00,8
21514,8280.00,7
21515,7980.00,5
21516,920.00,2
21517,5200.00,9
21518,6220.00,10
21519,1360.00,7
21520,8620.00,7
21521,5360.00,10
21522,2580.00,9
21523,180.00,4
21524,5000.00,5
21525,1020.00,3
21526,9460.00,6
21527,4320.00,2
21528,2580.00,10
21529,520.00,9
21530,860.00,4
21531,8040.00,10
21532,2220.00,6
21533,7620.00,5
21534,9480.00,9
21535,1780.00,6
21536,8960.00,7
21537,5940.00,10
21538,3540.00,7
21539,100.00,2
21540,8800.00,5
21541,1160.00,7
21542,5500.00,3
21543,2900.00,8
21544,5920.00,9
21545,1220.00,7
21546,4620.00,3
21547,6340.00,8
21548,8920.00,7
21549,1980.00,4
21550,1160.00,7
21551,9540.00,7
21552,1660.00,4
21553,860.00,3
21554,7420.00,10
21555,5780.00,10
21556,6600.00,9
21557,7960.00,5
21558,2060.00,2
21559,1340.00,10
21560,2060.00,8
21561,7240.00,4
21562,8420.00,4
21563,2980.00,5
21564,5860.00,3
21565,2400.00,8
21566,160.00,3
21567,7760.00,7
21568,2180.00,3
21569,2760.00,9
21570,2060.00,6
21571,4640.00,7
21572,6420.00,2
21573,3700.00,8
21574,8440.00,5
21575,4940.00,7
21576,5480.00,7
21577,7600.00,1
21578,2660.00,2
21579,400.00,2
21580,7020.00,6
21581,9760.00,3
21582,5080.00,2
21583,6000.00,7
21584,2040.00,9
21585,860.00,1
21586,3660.00,4
21587,1660.00,7
21588,8400.00,3
21589,6960.00,6
21590,2020.00,1
21591,8660.00,8
21592,340.00,3
21593,3600.00,1
21594,2300.00,3
21595,5140.00,3
21596,9160.00,1
21597,9420.00,1
21598,180.00,3
21599,5280.00,9
21600,2900.00,2
21601,9160.00,9
21602,8040.00,1
21603,2460.00,7
21604,6280.00,1
21605,7640.00,9
21606,7520.00,4
21607,6220.00,4
21608,6780.00,6
21609,8380.00,9
21610,3120.00,1
21611,3220.00,1
21612,2340.00,10
21613,520.00,10
21614,7760.00,10
21615,2660.00,4
21616,4680.00,7
21617,3540.00,2
21618,2520.00,7
21619,8480.00,7
21620,1860.00,4
21621,720.00,10
21622,1360.00,5
21623,5900.00,5
21624,3700.00,1
21625,9060.00,9
21626,1840.00,3
21627,3620.00,8
21628,2140.00,4
21629,2340.00,3
21630,60.00,5
21631,160.00,6
21632,1960.00,4
21633,8600.00,10
21634,1380.00,3
21635,4940.00,8
21636,80.00,2
21637,1000.00,1
21638,1380.00,1
21639,0.00,10
21640,2140.00,2
21641,5800.00,10
21642,5920.00,10
21643,6480.00,6
21644,500.00,4
21645,7940.00,9
21646,9100.00,5
21647,4980.00,8
21648,1080.00,2
21649,8640.00,8
21650,6600.00,8
21651,4420.00,10
21652,6340.00,1
21653,1160.00,7
21654,7420.00,9
21655,560.00,5
21656,4920.00,3
21657,9360.00,5
21658,400.00,1
21659,7840.00,2
21660,460.00,9
21661,4680.00,10
21662,2140.00,5
21663,9300.00,9
21664,7300.00,6
21665,5320.00,6
21666,5360.00,2
21667,4340.00,8
21668,9480.00,4
21669,1020.00,10
21670,2160.00,9
21671,8040.00,8
21672,6580.00,10
21673,7420.00,2
21674,1140.00,5
21675,3880.00,7
21676,2300.00,8
21677,900.00,8
21678,980.00,4
21679,7200.00,1
21680,7700.00,6
21681,7460.00,5
21682,1140.00,5
21683,2720.00,4
21684,8300.00,10
21685,360.00,9
21686,1340.00,6
21687,9380.00,1
21688,7200.00,1
21689,9820.00,4
21690,7200.00,8
21691,880.00,7
21692,4860.00,9
21693,2300.00,7
21694,6720.00,2
21695,7740.00,8
21696,5240.00,4
21697,5560.00,9
21698,5660.00,6
21699,7100.00,7
21700,4180.00,8
21701,2480.00,6
21702,7400.00,8
21703,7720.00,9
21704,2060.00,6
21705,8000.00,9
21706,6220.00,8
21707,2260.00,2
21708,1000.00,5
21709,2540.00,7
21710,1900.00,10
21711,6660.00,8
21712,2340.00,9
21713,2900.00,5
21714,9800.00,6
21715,8220.00,9
21716,8940.00,4
21717,9780.00,8
21718,4800.00,7
21719,9640.00,1
21720,8280.00,2
21721,2880.00,7
21722,3560.00,7
21723,5760.00,1
21724,8200.00,8
21725,5420.00,8
21726,8620.00,1
21727,6000.00,6
21728,7380.00,8
21729,120.00,3
21730,5100.00,3
21731,5900.00,1
21732,2800.00,10
21733,1300.00,9
21734,3980.00,9
21735,5200.00,4
21736,7420.00,4
21737,4760.00,7
21738,7420.00,5
21739,9480.00,1
21740,2280.00,6
21741,2600.00,2
21742,2480.00,5
21743,8980.00,2
21744,0.00,7
21745,4360.00,8
21746,8660.00,7
21747,5600.00,7
21748,1880.00,4
21749,1240.00,2
21750,2740.00,10
21751,360.00,4
21752,5460.00,9
21753,5120.00,4
21754,1120.00,2
21755,800.00,10
21756,1600.00,9
21757,3160.00,6
21758,1120.00,7
21759,9580.00,1
21760,5380.00,3
21761,4100.00,10
21762,7080.00,1
21763,1260.00,6
21764,5900.00,3
21765,4780.00,3
21766,4840.00,1
21767,2300.00,8
21768,6620.00,10
21769,3140.00,9
21770,8560.00,5
21771,7400.00,2
21772,4700.00,10
21773,3160.00,7
21774,6100.00,2
21775,300.00,1
21776,9260.00,7
21777,5920.00,7
21778,7160.00,10
21779,100.00,4
21780,5100.00,5
21781,340.00,10
21782,9760.00,6
21783,7700.00,4
21784,2680.00,7
21785,4060.00,1
21786,7220.00,3
21787,240.00,10
21788,6040.00,4
21789,8000.00,8
21790,3160.00,4
21791,8360.00,8
21792,3200.00,7
21793,320.00,6
21794,2680.00,3
21795,9060.00,2
21796,9660.00,2
21797,6820.00,6
21798,3840.00,4
21799,6880.00,10
21800,4020.00,2
21801,4660.00,6
21802,2280.00,6
21803,8060.00,9
21804,4680.00,4
21805,320.00,8
21806,5720.00,4
21807,5600.00,9
21808,8840.00,1
21809,8180.00,10
21810,8500.00,6
21811,9120.00,2
21812,4920.00,10
21813,1640.00,1
21814,2200.00,8
21815,2000.00,4
21816,7660.00,3
21817,2000.00,4
21818,7780.00,10
21819,7440.00,1
21820,300.00,1
21821,1960.00,5
21822,7080.00,9
21823,2020.00,4
21824,7040.00,5
21825,3100.00,5
21826,7400.00,5
21827,7180.00,3
21828,1900.00,4
21829,1420.00,5
21830,3620.00,5
21831,2360.00,6
21832,2040.00,3
21833,2520.00,8
21834,8180.00,7
21835,140.00,8
21836,3100.00,7
21837,6460.00,3
21838,9800.00,5
21839,7100.00,5
21840,2660.00,3
21841,6460.00,9
21842,9740.00,4
21843,3020.00,10
21844,2800.00,3
21845,2120.00,9
21846,6040.00,2
21847,5960.00,6
21848,9860.00,3
21849,9620.00,9
21850,7200.00,4
21851,1600.00,9
21852,3040.00,3
21853,2300.00,6
21854,4640.00,3
21855,5220.00,10
21856,8860.00,2
21857,5400.00,2
21858,2680.00,8
21859,5500.00,2
21860,5600.00,8
21861,1940.00,4
21862,2320.00,3
21863,3400.00,6
21864,2280.00,9
21865,2140.00,5
21866,3780.00,2
21867,2080.00,8
21868,8660.00,5
21869,860.00,1
21870,120.00,10
21871,180.00,9
21872,3440.00,1
21873,5580.00,1
21874,1960.00,6
21875,4580.00,10
21876,4340.00,9
21877,3440.00,8
21878,6600.00,5
21879,2100.00,3
21880,9840.00,4
21881,720.00,2
21882,7400.00,6
21883,1120.00,1
21884,8560.00,3
21885,860.00,5
21886,220.00,4
21887,5800.00,8
21888,8620.00,4
21889,7120.00,5
21890,3880.00,6
21891,5040.00,7
21892,2820.00,3
21893,8160.00,4
21894,9400.00,10
21895,4780.00,3
21896,4340.00,4
21897,660.00,6
21898,8360.00,9
21899,4800.00,9
21900,8480.00,9
21901,880.00,4
21902,4120.00,4
21903,1220.00,5
21904,4300.00,5
21905,7220.00,8
21906,9200.00,4
21907,8260.00,9
21908,6380.00,10
21909,7780.00,1
21910,3640.00,9
21911,3320.00,8
21912,2320.00,4
21913,2120.00,3
21914,5440.00,7
21915,5280.00,4
21916,5580.00,9
21917,5580.00,8
21918,1760.00,5
21919,5180.00,10
21920,1240.00,5
21921,3800.00,2
21922,6220.00,1
21923,8820.00,3
21924,7240.00,6
21925,6860.00,6
21926,3480.00,1
21927,7960.00,5
21928,3900.00,4
21929,160.00,10
21930,9220.00,9
21931,1460.00,2
21932,7620.00,8
21933,2540.00,3
21934,980.00,3
21935,5600.00,6
21936,9320.00,5
21937,5540.00,8
21938,6560.00,10
21939,5140.00,8
21940,960.00,8
21941,3820.00,3
21942,3760.00,5
21943,2620.00,2
21944,8180.00,7
