value1,value2,riskMin
5586.81,6586.81,3
6953.63,7953.63,8
4330.48,5330.48,9
7965.15,8965.15,8
223.25,1223.25,4
7665.11,8665.11,8
8142.98,9142.98,10
6883.30,7883.30,7
2520.90,3520.90,7
1679.24,2679.24,1
1979.16,2979.16,7
1618.05,2618.05,6
7500.40,8500.40,5
8742.02,9742.02,1
4277.03,5277.03,4
733.81,1733.81,1
4033.37,5033.37,3
2795.71,3795.71,5
1984.64,2984.64,3
1691.61,2691.61,4
7813.35,8813.35,6
8395.15,9395.15,2
5429.14,6429.14,1
5464.85,6464.85,10
7311.66,8311.66,6
3246.99,4246.99,4
6454.17,7454.17,3
8908.59,9908.59,5
2278.78,3278.78,4
4988.18,5988.18,3
1838.48,2838.48,6
167.18,1167.18,4
3141.00,4141.00,1
516.33,1516.33,5
7460.84,8460.84,2
788.98,1788.98,3
6641.97,7641.97,7
192.77,1192.77,6
8528.96,9528.96,5
2291.90,3291.90,7
6149.74,7149.74,7
7783.00,8783.00,6
6420.75,7420.75,3
6624.84,7624.84,2
2348.64,3348.64,6
3536.49,4536.49,2
2194.48,3194.48,5
1091.05,2091.05,1
267.00,1267.00,3
5781.39,6781.39,2
3681.65,4681.65,6
743.52,1743.52,4
4256.21,5256.21,7
5495.61,6495.61,6
8775.09,9775.09,2
1292.68,2292.68,3
6182.41,7182.41,1
675.73,1675.73,1
4231.25,5231.25,8
2054.55,3054.55,8
8563.75,9563.75,8
3854.75,4854.75,1
7105.33,8105.33,2
4144.98,5144.98,10
7075.45,8075.45,2
4698.04,5698.04,4
4090.73,5090.73,6
3833.20,4833.20,2
939.55,1939.55,9
8349.04,9349.04,7
8220.45,9220.45,5
6905.83,7905.83,4
453.15,1453.15,9
3700.65,4700.65,8
7959.99,8959.99,10
1870.58,2870.58,9
7818.30,8818.30,3
2367.48,3367.48,4
5953.75,6953.75,6
4515.74,5515.74,10
6599.69,7599.69,5
146.21,1146.21,3
4025.85,5025.85,9
2515.67,3515.67,2
2426.83,3426.83,7
8727.45,9727.45,7
1350.15,2350.15,1
5571.69,6571.69,9
5900.74,6900.74,9
3399.33,4399.33,3
8532.85,9532.85,7
4748.81,5748.81,3
6277.99,7277.99,5
5230.45,6230.45,3
1156.29,2156.29,9
3818.20,4818.20,4
3157.39,4157.39,8
2493.36,3493.36,6
7748.70,8748.70,9
4259.42,5259.42,9
3646.64,4646.64,4
3878.32,4878.32,1
3226.56,4226.56,9
189.29,1189.29,8
6951.12,7951.12,7
4824.10,5824.10,1
2332.09,3332.09,9
8552.18,9552.18,2
1910.04,2910.04,10
3266.67,4266.67,6
5107.49,6107.49,10
8971.13,9971.13,8
7161.28,8161.28,1
4469.60,5469.60,8
3830.75,4830.75,8
6376.68,7376.68,9
6596.57,7596.57,9
5778.83,6778.83,6
6329.24,7329.24,4
8910.02,9910.02,2
7870.13,8870.13,4
3050.52,4050.52,4
5100.56,6100.56,9
264.62,1264.62,7
5542.61,6542.61,2
5778.70,6778.70,9
43.58,1043.58,10
7064.06,8064.06,9
6118.33,7118.33,8
8230.66,9230.66,4
6844.34,7844.34,4
2666.75,3666.75,8
2706.83,3706.83,6
8044.99,9044.99,7
2601.59,3601.59,8
4889.15,5889.15,9
3294.89,4294.89,6
110.13,1110.13,2
5219.44,6219.44,1
7108.40,8108.40,8
5933.98,6933.98,2
7201.96,8201.96,1
7462.37,8462.37,7
6461.23,7461.23,7
2360.47,3360.47,7
3885.98,4885.98,10
6558.20,7558.20,6
6928.19,7928.19,3
5297.68,6297.68,3
6883.03,7883.03,1
2465.62,3465.62,6
866.29,1866.29,1
2612.12,3612.12,7
8245.78,9245.78,9
4683.88,5683.88,4
1528.37,2528.37,10
1582.00,2582.00,6
5814.21,6814.21,9
1986.03,2986.03,5
2638.77,3638.77,3
2299.75,3299.75,9
8019.32,9019.32,8
1086.67,2086.67,4
8648.66,9648.66,5
3986.08,4986.08,10
2922.92,3922.92,5
2816.99,3816.99,4
7695.79,8695.79,4
3100.96,4100.96,10
641.83,1641.83,8
1350.61,2350.61,10
3976.96,4976.96,10
8254.44,9254.44,7
6965.60,7965.60,2
803.59,1803.59,7
8501.22,9501.22,1
6251.04,7251.04,5
2979.20,3979.20,6
4691.79,5691.79,6
3430.85,4430.85,3
3147.19,4147.19,10
3023.93,4023.93,6
2261.64,3261.64,10
3198.35,4198.35,1
7008.63,8008.63,2
7031.64,8031.64,1
2281.81,3281.81,2
683.24,1683.24,7
7470.40,8470.40,10
8544.63,9544.63,7
5079.78,6079.78,7
3173.39,4173.39,2
5115.03,6115.03,5
6966.50,7966.50,9
4187.54,5187.54,9
8963.14,9963.14,1
2785.96,3785.96,7
7391.97,8391.97,5
2105.94,3105.94,10
4954.73,5954.73,1
8976.62,9976.62,4
4834.66,5834.66,9
7259.48,8259.48,10
6839.83,7839.83,3
1413.58,2413.58,10
4644.40,5644.40,7
2966.95,3966.95,1
6513.74,7513.74,2
1464.65,2464.65,8
3196.62,4196.62,8
2145.36,3145.36,2
6593.63,7593.63,4
7424.57,8424.57,2
5598.62,6598.62,8
5862.14,6862.14,10
912.83,1912.83,6
8485.60,9485.60,6
5725.46,6725.46,5
2794.49,3794.49,7
4891.21,5891.21,7
7.57,1007.57,5
644.29,1644.29,6
3106.79,4106.79,9
2845.39,3845.39,6
2827.89,3827.89,10
7663.44,8663.44,4
8350.27,9350.27,7
2816.08,3816.08,10
6860.83,7860.83,3
7341.65,8341.65,2
5280.54,6280.54,1
6929.10,7929.10,4
5236.82,6236.82,8
1787.02,2787.02,6
204.51,1204.51,5
2856.88,3856.88,1
2133.91,3133.91,7
8171.90,9171.90,6
6758.62,7758.62,10
6650.78,7650.78,6
209.86,1209.86,10
8282.60,9282.60,5
5206.71,6206.71,1
2226.34,3226.34,2
903.41,1903.41,9
1036.96,2036.96,3
6170.52,7170.52,3
615.45,1615.45,4
638.12,1638.12,1
4650.73,5650.73,4
585.11,1585.11,9
873.29,1873.29,6
8223.21,9223.21,10
8659.87,9659.87,1
8940.89,9940.89,3
7226.08,8226.08,6
1147.21,2147.21,6
5441.25,6441.25,9
5043.42,6043.42,1
757.97,1757.97,10
7438.96,8438.96,2
5581.67,6581.67,10
5521.73,6521.73,7
5112.78,6112.78,10
3812.45,4812.45,1
8275.28,9275.28,8
5748.18,6748.18,10
7387.72,8387.72,7
4699.77,5699.77,3
2462.70,3462.70,5
4222.61,5222.61,9
8541.52,9541.52,2
8837.74,9837.74,2
8231.69,9231.69,8
4516.46,5516.46,3
2255.48,3255.48,5
4436.95,5436.95,10
4878.26,5878.26,3
4687.46,5687.46,3
4662.08,5662.08,8
6796.90,7796.90,7
5266.93,6266.93,4
7451.91,8451.91,1
5688.07,6688.07,9
7010.39,8010.39,6
1748.22,2748.22,9
2051.56,3051.56,7
4803.71,5803.71,6
3138.28,4138.28,5
4896.33,5896.33,9
3559.71,4559.71,3
693.92,1693.92,7
1747.46,2747.46,9
6959.63,7959.63,5
1641.80,2641.80,6
6094.42,7094.42,9
3850.10,4850.10,7
8893.44,9893.44,7
6496.58,7496.58,8
7701.91,8701.91,8
7217.59,8217.59,10
7628.65,8628.65,9
4755.79,5755.79,4
4465.88,5465.88,6
8473.74,9473.74,7
261.17,1261.17,9
6582.02,7582.02,8
7603.37,8603.37,10
8797.51,9797.51,1
3804.88,4804.88,10
6572.25,7572.25,8
4610.66,5610.66,6
6036.19,7036.19,8
8193.96,9193.96,6
7510.34,8510.34,2
1248.52,2248.52,10
7387.85,8387.85,6
5246.10,6246.10,10
2605.32,3605.32,4
1682.47,2682.47,4
2950.36,3950.36,3
8185.23,9185.23,9
6860.14,7860.14,2
8506.88,9506.88,7
8541.27,9541.27,9
6185.66,7185.66,8
1319.63,2319.63,9
1472.21,2472.21,8
4503.08,5503.08,2
1837.31,2837.31,10
499.17,1499.17,3
4177.43,5177.43,3
7255.26,8255.26,7
3777.22,4777.22,6
6570.67,7570.67,9
3453.81,4453.81,4
1216.03,2216.03,9
6303.26,7303.26,3
2326.83,3326.83,3
4430.53,5430.53,3
5269.85,6269.85,10
6132.97,7132.97,5
8426.87,9426.87,1
7473.81,8473.81,8
123.10,1123.10,4
6630.97,7630.97,2
5485.39,6485.39,4
77.10,1077.10,8
5891.17,6891.17,9
6572.05,7572.05,10
6664.84,7664.84,7
6957.20,7957.20,4
6860.78,7860.78,4
6589.07,7589.07,9
3203.19,4203.19,2
8794.18,9794.18,3
135.88,1135.88,5
864.18,1864.18,1
5808.52,6808.52,7
4319.40,5319.40,2
3414.01,4414.01,4
1833.09,2833.09,2
6808.68,7808.68,9
487.37,1487.37,8
7360.17,8360.17,5
5891.79,6891.79,6
7005.78,8005.78,5
3810.44,4810.44,4
400.27,1400.27,5
1516.79,2516.79,1
3174.58,4174.58,2
7241.40,8241.40,5
2498.47,3498.47,6
7260.18,8260.18,5
1302.63,2302.63,5
272.30,1272.30,4
908.29,1908.29,7
6669.87,7669.87,5
1914.11,2914.11,8
3799.13,4799.13,9
4592.92,5592.92,3
8960.25,9960.25,3
2985.60,3985.60,6
263.87,1263.87,2
5135.37,6135.37,3
6847.50,7847.50,8
5059.22,6059.22,5
7217.40,8217.40,5
7444.09,8444.09,1
7232.55,8232.55,4
7616.72,8616.72,2
3700.63,4700.63,5
3388.69,4388.69,5
4710.69,5710.69,7
4701.17,5701.17,3
1274.99,2274.99,6
7956.36,8956.36,7
5294.08,6294.08,4
2183.73,3183.73,5
8566.99,9566.99,6
5430.73,6430.73,3
1318.42,2318.42,7
5168.77,6168.77,10
353.27,1353.27,7
7088.69,8088.69,4
570.40,1570.40,7
2429.55,3429.55,9
1389.25,2389.25,2
5658.10,6658.10,5
7003.30,8003.30,2
7758.19,8758.19,7
2874.43,3874.43,9
7251.66,8251.66,7
3526.35,4526.35,4
3910.31,4910.31,8
3005.90,4005.90,9
7205.30,8205.30,9
6762.19,7762.19,9
4810.08,5810.08,6
4965.41,5965.41,8
6516.63,7516.63,2
2106.95,3106.95,10
5660.55,6660.55,8
3739.08,4739.08,9
4761.47,5761.47,7
8121.42,9121.42,10
56.23,1056.23,8
3817.00,4817.00,5
1120.47,2120.47,2
7188.50,8188.50,10
7516.90,8516.90,1
7357.41,8357.41,3
1677.85,2677.85,3
5433.39,6433.39,8
2627.31,3627.31,1
7228.51,8228.51,7
8461.82,9461.82,7
2295.56,3295.56,1
3168.32,4168.32,7
5225.14,6225.14,8
828.09,1828.09,8
5527.11,6527.11,7
3926.80,4926.80,2
4067.30,5067.30,1
5089.87,6089.87,7
8165.44,9165.44,6
4860.94,5860.94,8
5756.21,6756.21,1
660.34,1660.34,8
5569.83,6569.83,10
4733.73,5733.73,1
8830.81,9830.81,3
5086.65,6086.65,6
2535.10,3535.10,7
6390.29,7390.29,4
7734.28,8734.28,5
5951.92,6951.92,4
2900.25,3900.25,8
7397.42,8397.42,6
6175.16,7175.16,1
5736.57,6736.57,3
6788.62,7788.62,8
4560.83,5560.83,3
1220.87,2220.87,7
7942.20,8942.20,5
1465.80,2465.80,3
1832.29,2832.29,7
4170.16,5170.16,10
8464.06,9464.06,6
4834.45,5834.45,1
8684.95,9684.95,7
4653.59,5653.59,6
7777.99,8777.99,4
1337.42,2337.42,9
3209.53,4209.53,5
154.73,1154.73,7
1700.75,2700.75,8
6782.00,7782.00,2
2928.39,3928.39,10
8335.09,9335.09,2
558.49,1558.49,9
8584.70,9584.70,8
8774.21,9774.21,1
399.57,1399.57,1
618.21,1618.21,8
8656.11,9656.11,1
6388.61,7388.61,9
5830.86,6830.86,5
7713.03,8713.03,6
2572.65,3572.65,6
6092.71,7092.71,7
336.09,1336.09,6
4530.02,5530.02,3
7525.63,8525.63,2
7715.21,8715.21,4
2829.99,3829.99,2
4984.83,5984.83,9
5488.43,6488.43,8
3254.96,4254.96,3
6880.68,7880.68,8
1229.43,2229.43,2
7028.56,8028.56,5
2848.14,3848.14,4
5777.90,6777.90,9
3927.99,4927.99,3
5622.20,6622.20,5
3119.51,4119.51,10
3372.86,4372.86,1
584.02,1584.02,2
351.85,1351.85,10
7059.87,8059.87,10
6063.81,7063.81,6
4552.12,5552.12,5
3610.74,4610.74,10
7596.57,8596.57,5
3853.97,4853.97,3
3358.56,4358.56,4
3267.38,4267.38,9
5941.74,6941.74,10
6737.97,7737.97,5
7570.72,8570.72,9
7505.92,8505.92,4
1215.23,2215.23,9
8839.50,9839.50,5
3480.09,4480.09,5
4838.80,5838.80,1
3272.55,4272.55,3
7644.86,8644.86,10
1624.07,2624.07,10
152.09,1152.09,6
1815.81,2815.81,4
1384.05,2384.05,3
6796.54,7796.54,2
8894.95,9894.95,10
4849.15,5849.15,1
3488.42,4488.42,9
2856.54,3856.54,1
2947.35,3947.35,8
5146.65,6146.65,1
3101.84,4101.84,6
4810.48,5810.48,6
3316.18,4316.18,10
8343.87,9343.87,9
7694.05,8694.05,5
2330.39,3330.39,6
3623.15,4623.15,4
6427.11,7427.11,7
4888.85,5888.85,4
2894.40,3894.40,5
3598.45,4598.45,1
4083.23,5083.23,1
999.50,1999.50,5
6954.82,7954.82,6
7205.04,8205.04,6
4564.12,5564.12,7
7394.52,8394.52,2
2111.59,3111.59,8
3048.06,4048.06,10
8314.57,9314.57,10
3492.85,4492.85,9
8898.70,9898.70,2
8814.47,9814.47,2
679.83,1679.83,10
2811.15,3811.15,7
979.30,1979.30,10
2316.19,3316.19,3
6044.50,7044.50,1
3320.65,4320.65,2
839.48,1839.48,6
2437.34,3437.34,4
5921.09,6921.09,4
5288.81,6288.81,1
6315.65,7315.65,5
7807.60,8807.60,4
4892.86,5892.86,8
8513.06,9513.06,7
7878.13,8878.13,3
7219.53,8219.53,9
1178.69,2178.69,1
4241.12,5241.12,10
8712.05,9712.05,10
7791.95,8791.95,9
6610.43,7610.43,10
4315.11,5315.11,5
8521.38,9521.38,3
7253.07,8253.07,8
3345.47,4345.47,8
7984.48,8984.48,8
5165.38,6165.38,10
6808.54,7808.54,10
1956.11,2956.11,10
5074.19,6074.19,5
7797.50,8797.50,10
4188.58,5188.58,10
7086.94,8086.94,9
3548.42,4548.42,10
6991.51,7991.51,4
7187.27,8187.27,9
7521.20,8521.20,2
4114.17,5114.17,8
1330.59,2330.59,2
3350.39,4350.39,4
786.76,1786.76,6
5109.32,6109.32,2
5322.12,6322.12,6
1208.22,2208.22,6
4823.56,5823.56,9
4124.71,5124.71,6
2051.14,3051.14,6
7340.58,8340.58,6
6361.23,7361.23,9
3332.53,4332.53,10
7261.49,8261.49,6
2591.55,3591.55,8
6573.58,7573.58,8
5412.01,6412.01,7
8166.48,9166.48,9
4396.13,5396.13,1
2013.52,3013.52,6
959.86,1959.86,5
8147.75,9147.75,5
647.14,1647.14,7
3436.83,4436.83,4
893.32,1893.32,7
5055.28,6055.28,3
7010.66,8010.66,1
5717.54,6717.54,8
4249.77,5249.77,3
2325.39,3325.39,7
4519.62,5519.62,3
884.72,1884.72,4
8972.30,9972.30,3
4883.60,5883.60,6
5548.14,6548.14,1
4285.11,5285.11,5
5366.92,6366.92,3
1391.03,2391.03,2
5539.71,6539.71,1
2834.94,3834.94,10
4406.15,5406.15,5
5967.91,6967.91,1
7760.28,8760.28,8
4277.35,5277.35,4
7525.77,8525.77,9
2024.33,3024.33,5
736.95,1736.95,10
4737.57,5737.57,6
2967.58,3967.58,9
4231.38,5231.38,10
4272.77,5272.77,7
6772.00,7772.00,1
3619.57,4619.57,5
6258.75,7258.75,6
2081.18,3081.18,3
4560.50,5560.50,10
6116.09,7116.09,7
1515.26,2515.26,9
1227.67,2227.67,8
4093.23,5093.23,1
6211.81,7211.81,2
5383.96,6383.96,5
5002.04,6002.04,7
4769.55,5769.55,9
6022.60,7022.60,8
5015.51,6015.51,8
6359.92,7359.92,1
2049.01,3049.01,8
4131.08,5131.08,5
5602.22,6602.22,10
8185.51,9185.51,4
6883.86,7883.86,2
7140.42,8140.42,10
1717.66,2717.66,8
6845.63,7845.63,5
3.18,1003.18,1
6493.79,7493.79,7
6085.67,7085.67,7
4565.92,5565.92,7
2516.36,3516.36,5
1082.67,2082.67,8
1399.09,2399.09,4
5288.05,6288.05,10
2235.51,3235.51,7
3780.49,4780.49,3
4199.42,5199.42,5
3819.05,4819.05,10
3981.93,4981.93,8
852.62,1852.62,3
3557.88,4557.88,1
3204.28,4204.28,8
1512.73,2512.73,1
5612.32,6612.32,8
4367.41,5367.41,4
5518.80,6518.80,3
8572.45,9572.45,2
4478.08,5478.08,7
3511.39,4511.39,7
6341.44,7341.44,1
606.83,1606.83,1
1113.36,2113.36,4
6363.50,7363.50,7
4444.93,5444.93,9
2458.32,3458.32,6
7824.74,8824.74,7
1884.90,2884.90,8
7085.91,8085.91,6
6654.33,7654.33,4
8202.48,9202.48,4
709.88,1709.88,1
8323.32,9323.32,1
7880.06,8880.06,3
3805.77,4805.77,4
4782.35,5782.35,10
7132.02,8132.02,5
5751.23,6751.23,1
835.30,1835.30,3
4357.89,5357.89,3
7542.87,8542.87,7
3841.61,4841.61,3
1366.07,2366.07,7
1096.00,2096.00,4
1449.40,2449.40,4
3022.88,4022.88,8
3112.06,4112.06,8
2913.27,3913.27,5
124.69,1124.69,3
7908.37,8908.37,9
4499.26,5499.26,2
4670.59,5670.59,6
1428.16,2428.16,2
8596.55,9596.55,10
281.90,1281.90,10
1348.65,2348.65,10
3419.40,4419.40,4
2948.42,3948.42,1
5154.61,6154.61,3
2390.31,3390.31,5
891.49,1891.49,2
1436.99,2436.99,1
5006.56,6006.56,7
8420.28,9420.28,4
7677.19,8677.19,2
4734.64,5734.64,4
4207.95,5207.95,1
8703.06,9703.06,8
3442.78,4442.78,5
5880.68,6880.68,6
4798.62,5798.62,2
4874.43,5874.43,1
773.23,1773.23,7
247.98,1247.98,2
7707.08,8707.08,7
6636.52,7636.52,4
5362.25,6362.25,6
1924.85,2924.85,2
6319.82,7319.82,1
6990.62,7990.62,4
4977.12,5977.12,5
1288.97,2288.97,8
4356.97,5356.97,7
1994.28,2994.28,9
1983.05,2983.05,8
7890.24,8890.24,2
4214.20,5214.20,10
1064.49,2064.49,6
1730.67,2730.67,3
1614.97,2614.97,3
6683.72,7683.72,1
3148.06,4148.06,6
162.15,1162.15,7
984.21,1984.21,6
2358.76,3358.76,4
6082.74,7082.74,2
2941.89,3941.89,5
7274.36,8274.36,10
8508.51,9508.51,4
2663.01,3663.01,2
8114.09,9114.09,9
5541.61,6541.61,6
6841.36,7841.36,10
3085.40,4085.40,3
7315.93,8315.93,5
8107.33,9107.33,10
3274.07,4274.07,10
6908.39,7908.39,5
497.97,1497.97,2
7315.49,8315.49,2
2620.74,3620.74,8
2548.04,3548.04,10
2725.22,3725.22,5
6523.91,7523.91,7
4395.93,5395.93,1
6814.50,7814.50,1
2238.97,3238.97,10
128.47,1128.47,1
4688.09,5688.09,4
8546.69,9546.69,8
1571.09,2571.09,6
655.72,1655.72,2
3159.56,4159.56,9
2039.57,3039.57,5
6124.96,7124.96,4
8477.35,9477.35,4
6632.34,7632.34,8
6493.15,7493.15,3
508.20,1508.20,3
5806.76,6806.76,6
751.51,1751.51,3
8006.13,9006.13,4
2747.43,3747.43,8
3310.15,4310.15,2
6813.43,7813.43,6
8846.08,9846.08,8
8790.75,9790.75,3
7801.42,8801.42,9
1799.30,2799.30,8
2557.05,3557.05,1
3852.69,4852.69,9
4163.86,5163.86,1
5867.94,6867.94,1
415.64,1415.64,8
8856.05,9856.05,3
2344.62,3344.62,7
3299.16,4299.16,6
6364.54,7364.54,7
3635.53,4635.53,7
7165.03,8165.03,4
1011.10,2011.10,9
6684.63,7684.63,3
5585.91,6585.91,6
4869.29,5869.29,5
6034.91,7034.91,2
2703.58,3703.58,5
4941.64,5941.64,2
8052.61,9052.61,6
3556.84,4556.84,6
6968.83,7968.83,6
7980.54,8980.54,6
6550.39,7550.39,3
5533.01,6533.01,7
5772.08,6772.08,5
7748.73,8748.73,10
7383.06,8383.06,4
3254.69,4254.69,9
232.41,1232.41,4
2742.27,3742.27,5
7212.67,8212.67,7
2260.68,3260.68,3
5405.27,6405.27,10
7668.26,8668.26,10
3422.84,4422.84,1
1437.43,2437.43,3
8960.87,9960.87,1
3497.75,4497.75,2
6750.91,7750.91,8
153.10,1153.10,5
8790.73,9790.73,7
6550.56,7550.56,1
2921.78,3921.78,1
5588.02,6588.02,3
2675.05,3675.05,1
2087.55,3087.55,5
2416.72,3416.72,9
8655.04,9655.04,4
4642.75,5642.75,8
2585.50,3585.50,5
1992.85,2992.85,10
3767.08,4767.08,2
7443.86,8443.86,6
521.16,1521.16,4
7905.17,8905.17,10
1279.13,2279.13,4
3241.25,4241.25,6
2569.48,3569.48,10
5700.06,6700.06,6
4394.15,5394.15,3
6121.68,7121.68,2
3832.72,4832.72,7
7597.12,8597.12,9
219.42,1219.42,7
6780.38,7780.38,1
5256.38,6256.38,4
6676.00,7676.00,2
1146.26,2146.26,1
1998.28,2998.28,6
3179.79,4179.79,2
8580.11,9580.11,7
6813.55,7813.55,7
8605.70,9605.70,3
1925.98,2925.98,5
6153.58,7153.58,8
5226.80,6226.80,1
8104.73,9104.73,4
8102.06,9102.06,1
180.70,1180.70,9
1620.74,2620.74,4
7146.54,8146.54,5
4487.88,5487.88,6
5204.40,6204.40,9
6965.54,7965.54,3
3568.26,4568.26,10
6901.37,7901.37,3
7695.37,8695.37,4
3574.86,4574.86,9
671.21,1671.21,3
5592.49,6592.49,1
4726.51,5726.51,3
1637.56,2637.56,1
5152.07,6152.07,5
1616.82,2616.82,5
3804.89,4804.89,3
6083.39,7083.39,8
2407.90,3407.90,1
4342.37,5342.37,2
6819.56,7819.56,3
5534.05,6534.05,6
3453.19,4453.19,6
7050.22,8050.22,10
8798.93,9798.93,4
3072.42,4072.42,5
3082.98,4082.98,9
3288.33,4288.33,8
5623.47,6623.47,5
8682.71,9682.71,2
4161.94,5161.94,9
3747.39,4747.39,1
1222.46,2222.46,1
1827.08,2827.08,4
4530.63,5530.63,4
7454.17,8454.17,10
1479.21,2479.21,3
6197.95,7197.95,4
4311.11,5311.11,2
4759.83,5759.83,7
885.30,1885.30,7
8043.69,9043.69,5
6724.51,7724.51,6
3162.10,4162.10,1
6396.03,7396.03,3
43.12,1043.12,10
5561.12,6561.12,2
5398.71,6398.71,10
5348.49,6348.49,8
2796.32,3796.32,1
6371.63,7371.63,4
5428.35,6428.35,4
2279.52,3279.52,8
4007.64,5007.64,5
5279.28,6279.28,2
2049.93,3049.93,6
5017.94,6017.94,6
1125.17,2125.17,6
1093.01,2093.01,9
6663.78,7663.78,1
1187.95,2187.95,2
4940.77,5940.77,4
4476.90,5476.90,10
5443.91,6443.91,5
836.26,1836.26,1
677.99,1677.99,3
4192.61,5192.61,7
8349.28,9349.28,5
1041.97,2041.97,4
742.13,1742.13,10
6567.60,7567.60,7
7567.84,8567.84,3
8267.66,9267.66,1
4277.97,5277.97,4
8087.93,9087.93,5
2258.98,3258.98,8
8713.42,9713.42,1
2285.65,3285.65,7
4403.14,5403.14,8
670.88,1670.88,3
1818.60,2818.60,1
452.76,1452.76,6
4640.08,5640.08,7
3676.12,4676.12,8
2263.95,3263.95,1
8349.23,9349.23,6
2130.05,3130.05,3
4544.02,5544.02,2
4728.74,5728.74,4
7839.16,8839.16,6
1880.62,2880.62,1
8887.62,9887.62,9
3292.44,4292.44,6
7736.47,8736.47,8
4091.11,5091.11,4
3456.78,4456.78,4
5701.66,6701.66,8
6976.64,7976.64,4
8984.18,9984.18,10
7052.74,8052.74,6
5882.54,6882.54,9
4110.22,5110.22,6
3269.94,4269.94,9
5801.66,6801.66,2
5624.45,6624.45,6
2320.11,3320.11,9
5783.09,6783.09,6
4319.41,5319.41,7
7517.68,8517.68,1
4608.89,5608.89,9
1645.42,2645.42,6
1635.12,2635.12,3
3147.63,4147.63,10
3338.80,4338.80,5
5659.34,6659.34,7
809.36,1809.36,7
550.44,1550.44,1
7087.56,8087.56,8
3284.20,4284.20,8
7910.09,8910.09,6
8763.74,9763.74,2
6322.66,7322.66,6
2283.82,3283.82,9
7808.40,8808.40,4
4376.88,5376.88,4
1814.78,2814.78,7
8055.57,9055.57,6
2270.48,3270.48,4
8633.28,9633.28,7
8991.51,9991.51,3
4399.71,5399.71,2
8183.21,9183.21,4
4373.45,5373.45,4
6664.10,7664.10,7
2502.23,3502.23,2
821.90,1821.90,9
860.69,1860.69,7
4194.51,5194.51,1
5668.55,6668.55,2
3699.13,4699.13,10
3905.19,4905.19,3
266.17,1266.17,1
1643.52,2643.52,9
6305.54,7305.54,10
6220.88,7220.88,8
1898.62,2898.62,6
3512.36,4512.36,8
4535.58,5535.58,1
3308.68,4308.68,9
7232.62,8232.62,10
8324.93,9324.93,8
2583.65,3583.65,4
5478.66,6478.66,3
6294.70,7294.70,4
894.11,1894.11,2
6886.47,7886.47,6
7691.51,8691.51,1
2427.43,3427.43,2
157.93,1157.93,2
6295.32,7295.32,3
4428.38,5428.38,10
4198.37,5198.37,4
81.20,1081.20,1
8092.66,9092.66,4
8672.58,9672.58,8
5344.11,6344.11,4
8119.13,9119.13,9
959.91,1959.91,4
2610.64,3610.64,5
5990.33,6990.33,4
3633.19,4633.19,6
6281.72,7281.72,7
3813.09,4813.09,3
3949.31,4949.31,8
6495.28,7495.28,1
2693.58,3693.58,4
335.40,1335.40,6
3126.80,4126.80,9
2144.61,3144.61,9
1987.43,2987.43,2
7458.24,8458.24,3
5873.44,6873.44,1
5073.14,6073.14,2
1060.55,2060.55,9
7157.63,8157.63,1
5755.71,6755.71,8
3658.06,4658.06,5
1687.16,2687.16,10
1022.77,2022.77,2
7568.46,8568.46,4
278.55,1278.55,5
405.96,1405.96,7
6311.95,7311.95,3
2197.90,3197.90,6
4139.70,5139.70,8
7629.97,8629.97,8
4410.98,5410.98,1
6011.06,7011.06,1
2368.61,3368.61,10
2311.17,3311.17,1
1816.79,2816.79,1
7994.94,8994.94,8
5981.13,6981.13,10
731.48,1731.48,8
5262.73,6262.73,1
2705.88,3705.88,10
5773.86,6773.86,2
3575.07,4575.07,1
7006.42,8006.42,6
4886.36,5886.36,7
6156.20,7156.20,4
1683.62,2683.62,10
6061.51,7061.51,9
4139.26,5139.26,8
3274.53,4274.53,1
356.37,1356.37,8
7140.97,8140.97,6
3458.93,4458.93,4
8420.43,9420.43,10
6768.40,7768.40,1
5829.41,6829.41,3
448.12,1448.12,2
7875.44,8875.44,3
1812.00,2812.00,4
4479.60,5479.60,1
5309.25,6309.25,3
6793.03,7793.03,7
1174.12,2174.12,7
6165.91,7165.91,9
2901.57,3901.57,1
7018.43,8018.43,1
3735.81,4735.81,10
6781.46,7781.46,9
1378.27,2378.27,4
8507.94,9507.94,9
3890.85,4890.85,3
4763.36,5763.36,8
8844.62,9844.62,6
3139.63,4139.63,1
6339.35,7339.35,10
5621.56,6621.56,2
8652.65,9652.65,6
660.32,1660.32,9
4509.37,5509.37,10
7251.69,8251.69,8
5023.98,6023.98,9
540.61,1540.61,2
3422.93,4422.93,9
6175.61,7175.61,7
3682.57,4682.57,5
8908.62,9908.62,4
1462.98,2462.98,10
8288.68,9288.68,4
6704.92,7704.92,5
7098.11,8098.11,7
7760.57,8760.57,5
6237.96,7237.96,1
7339.23,8339.23,9
4820.05,5820.05,5
436.87,1436.87,10
7218.94,8218.94,1
2696.55,3696.55,9
2486.62,3486.62,3
6566.05,7566.05,8
1191.05,2191.05,1
7927.87,8927.87,4
1768.36,2768.36,9
4822.43,5822.43,10
375.91,1375.91,1
3329.25,4329.25,9
3331.02,4331.02,8
8420.35,9420.35,8
1442.59,2442.59,9
3183.02,4183.02,2
5708.17,6708.17,6
7216.38,8216.38,3
8196.09,9196.09,6
8573.86,9573.86,9
2043.61,3043.61,5
5021.81,6021.81,8
4488.22,5488.22,9
