value1,value2,riskMin
6901.06,7901.06,7
1396.33,2396.33,9
1503.62,2503.62,8
8420.64,9420.64,8
5978.04,6978.04,2
8983.38,9983.38,5
7049.26,8049.26,7
8992.09,9992.09,4
7476.21,8476.21,7
6775.09,7775.09,2
6307.65,7307.65,4
4719.42,5719.42,8
7081.42,8081.42,9
6851.58,7851.58,2
578.82,1578.82,10
7208.76,8208.76,3
5694.33,6694.33,10
6623.33,7623.33,7
2687.85,3687.85,4
1225.37,2225.37,7
7029.64,8029.64,7
5993.96,6993.96,4
7013.61,8013.61,3
8974.28,9974.28,8
8905.92,9905.92,2
8059.77,9059.77,4
1615.15,2615.15,3
3316.74,4316.74,3
5150.74,6150.74,1
3471.83,4471.83,9
8266.46,9266.46,9
419.52,1419.52,3
6440.75,7440.75,4
3332.10,4332.10,10
209.75,1209.75,4
5279.82,6279.82,2
2093.56,3093.56,4
1727.00,2727.00,3
3683.16,4683.16,6
6983.67,7983.67,5
2180.20,3180.20,2
3822.76,4822.76,5
4330.00,5330.00,5
3722.29,4722.29,9
3412.68,4412.68,5
2881.54,3881.54,2
3872.29,4872.29,4
5338.41,6338.41,6
5151.96,6151.96,6
7801.61,8801.61,2
2460.21,3460.21,3
7128.95,8128.95,9
7875.65,8875.65,8
456.86,1456.86,4
5778.13,6778.13,5
6463.72,7463.72,1
5331.28,6331.28,3
2501.33,3501.33,5
3794.73,4794.73,10
7463.53,8463.53,5
1897.87,2897.87,7
8624.21,9624.21,9
3345.79,4345.79,1
6029.55,7029.55,9
5892.73,6892.73,6
2874.47,3874.47,4
7998.81,8998.81,2
244.47,1244.47,1
7429.78,8429.78,6
427.59,1427.59,2
5694.89,6694.89,1
3933.80,4933.80,2
4184.65,5184.65,6
516.19,1516.19,3
928.38,1928.38,1
6641.16,7641.16,4
2008.17,3008.17,3
7592.87,8592.87,5
6004.61,7004.61,4
2636.96,3636.96,7
5695.43,6695.43,8
4707.27,5707.27,7
4611.54,5611.54,4
6848.57,7848.57,9
540.54,1540.54,5
8553.54,9553.54,5
4317.42,5317.42,10
817.78,1817.78,3
7246.87,8246.87,10
5344.81,6344.81,10
4033.62,5033.62,1
8304.17,9304.17,10
3715.93,4715.93,9
1184.12,2184.12,10
5192.66,6192.66,4
851.80,1851.80,4
584.14,1584.14,3
6685.56,7685.56,9
1725.83,2725.83,9
2210.41,3210.41,8
1730.23,2730.23,8
5435.85,6435.85,8
7583.57,8583.57,8
8685.65,9685.65,9
2435.35,3435.35,1
2327.85,3327.85,1
1834.28,2834.28,7
8319.06,9319.06,4
1276.18,2276.18,10
8617.65,9617.65,6
1472.22,2472.22,9
3845.51,4845.51,3
1985.82,2985.82,10
1702.60,2702.60,10
241.42,1241.42,3
7020.77,8020.77,4
480.02,1480.02,10
8456.68,9456.68,9
677.06,1677.06,8
3576.35,4576.35,7
8552.73,9552.73,1
4532.61,5532.61,7
3426.70,4426.70,4
1463.80,2463.80,2
6666.75,7666.75,3
2308.08,3308.08,2
2846.11,3846.11,3
8461.73,9461.73,9
1055.87,2055.87,10
7251.24,8251.24,4
4085.59,5085.59,8
3700.34,4700.34,7
8505.15,9505.15,10
4962.90,5962.90,4
6966.36,7966.36,1
3319.61,4319.61,10
2657.92,3657.92,8
3248.02,4248.02,7
3078.57,4078.57,5
8726.87,9726.87,1
6221.02,7221.02,5
7425.82,8425.82,7
7756.08,8756.08,10
710.12,1710.12,10
695.35,1695.35,5
2027.98,3027.98,4
51.51,1051.51,1
747.17,1747.17,3
6174.01,7174.01,5
6800.84,7800.84,3
8061.56,9061.56,6
3024.88,4024.88,5
1736.35,2736.35,5
7935.23,8935.23,6
58.82,1058.82,4
6041.93,7041.93,10
1168.21,2168.21,8
6033.76,7033.76,9
4853.46,5853.46,10
1854.86,2854.86,4
3287.25,4287.25,6
8998.62,9998.62,5
5728.08,6728.08,4
4478.67,5478.67,9
7410.84,8410.84,4
2713.95,3713.95,3
7610.36,8610.36,3
1155.30,2155.30,3
3321.66,4321.66,3
6707.97,7707.97,7
7932.19,8932.19,7
938.55,1938.55,7
6046.05,7046.05,10
8436.27,9436.27,2
7788.19,8788.19,7
2641.04,3641.04,7
6429.24,7429.24,6
4124.50,5124.50,10
8580.12,9580.12,5
1773.72,2773.72,3
5672.08,6672.08,5
1364.99,2364.99,2
1704.15,2704.15,6
8854.60,9854.60,7
4971.25,5971.25,3
4667.09,5667.09,7
8002.05,9002.05,4
1839.54,2839.54,2
7200.69,8200.69,8
8627.55,9627.55,2
1512.28,2512.28,9
3451.66,4451.66,8
7190.07,8190.07,10
7198.77,8198.77,1
8487.23,9487.23,7
5670.27,6670.27,4
6836.04,7836.04,5
8994.57,9994.57,9
8015.39,9015.39,6
445.05,1445.05,6
747.92,1747.92,2
2663.29,3663.29,9
1835.06,2835.06,8
4985.20,5985.20,1
2838.65,3838.65,9
1975.73,2975.73,4
2843.90,3843.90,4
2438.40,3438.40,4
8667.11,9667.11,2
2491.72,3491.72,6
300.12,1300.12,2
1923.92,2923.92,3
6095.83,7095.83,4
3977.60,4977.60,8
2037.40,3037.40,4
8264.22,9264.22,1
8110.13,9110.13,3
6312.39,7312.39,6
5051.27,6051.27,3
215.16,1215.16,6
5345.68,6345.68,7
2529.71,3529.71,4
8288.05,9288.05,9
918.98,1918.98,1
6872.28,7872.28,4
5154.54,6154.54,4
5222.91,6222.91,2
5883.08,6883.08,2
2195.37,3195.37,3
8789.62,9789.62,10
7047.49,8047.49,8
258.75,1258.75,10
862.99,1862.99,9
4337.37,5337.37,1
6813.27,7813.27,6
8088.08,9088.08,5
5837.35,6837.35,9
8585.24,9585.24,8
360.01,1360.01,4
7584.27,8584.27,10
1223.84,2223.84,10
6580.60,7580.60,10
1080.02,2080.02,7
285.91,1285.91,5
598.33,1598.33,10
2144.42,3144.42,10
1664.69,2664.69,10
2.93,1002.93,6
4072.54,5072.54,8
1561.23,2561.23,9
2697.97,3697.97,8
1069.83,2069.83,7
2156.31,3156.31,6
2397.16,3397.16,1
5907.65,6907.65,2
7307.83,8307.83,8
2171.14,3171.14,3
2173.56,3173.56,2
8776.24,9776.24,8
3834.75,4834.75,4
4429.79,5429.79,1
1314.92,2314.92,7
4123.18,5123.18,2
2060.11,3060.11,4
6095.53,7095.53,8
5125.13,6125.13,4
3884.58,4884.58,10
4770.52,5770.52,9
4780.87,5780.87,8
174.29,1174.29,9
4178.61,5178.61,3
6601.19,7601.19,5
2730.04,3730.04,2
1221.51,2221.51,7
508.50,1508.50,7
653.46,1653.46,4
3280.60,4280.60,4
7898.92,8898.92,5
1632.33,2632.33,7
2854.92,3854.92,7
2127.07,3127.07,6
8755.82,9755.82,2
8842.44,9842.44,3
2460.93,3460.93,10
359.98,1359.98,7
8743.97,9743.97,7
6628.60,7628.60,4
7.54,1007.54,8
8955.92,9955.92,6
1826.35,2826.35,2
8538.15,9538.15,2
2983.01,3983.01,2
8214.08,9214.08,7
7541.44,8541.44,5
7444.61,8444.61,10
1474.31,2474.31,8
8918.56,9918.56,7
4156.74,5156.74,1
6952.20,7952.20,7
6348.72,7348.72,2
7839.25,8839.25,6
8522.63,9522.63,5
2716.73,3716.73,9
977.03,1977.03,4
1632.02,2632.02,9
6087.55,7087.55,9
5582.03,6582.03,6
8720.94,9720.94,2
3565.12,4565.12,10
375.39,1375.39,3
8502.52,9502.52,1
7065.23,8065.23,2
568.09,1568.09,10
5846.88,6846.88,8
4744.13,5744.13,3
4344.98,5344.98,2
4392.99,5392.99,4
3679.49,4679.49,2
8184.12,9184.12,7
4016.43,5016.43,1
700.15,1700.15,3
8989.69,9989.69,3
3131.23,4131.23,5
4660.10,5660.10,8
3371.36,4371.36,7
5192.27,6192.27,6
785.36,1785.36,8
1747.13,2747.13,1
5535.90,6535.90,2
6021.67,7021.67,3
4686.83,5686.83,10
6301.50,7301.50,10
4627.02,5627.02,3
2629.71,3629.71,8
4561.79,5561.79,6
8156.33,9156.33,1
1211.28,2211.28,10
4692.84,5692.84,8
6255.92,7255.92,9
6532.10,7532.10,8
6526.38,7526.38,6
604.65,1604.65,8
5727.19,6727.19,10
8207.03,9207.03,6
4286.97,5286.97,1
3260.18,4260.18,5
3710.36,4710.36,7
1949.30,2949.30,10
2767.20,3767.20,9
1244.12,2244.12,10
1903.95,2903.95,5
28.73,1028.73,6
1823.36,2823.36,8
2175.04,3175.04,5
5704.90,6704.90,4
3211.02,4211.02,1
6994.68,7994.68,7
2712.14,3712.14,3
8327.07,9327.07,10
8395.36,9395.36,5
7213.26,8213.26,5
8152.74,9152.74,6
8896.97,9896.97,1
5018.87,6018.87,8
2798.38,3798.38,3
7411.82,8411.82,3
8992.79,9992.79,6
4097.97,5097.97,2
7123.54,8123.54,9
8426.12,9426.12,1
1358.58,2358.58,7
7682.80,8682.80,10
1678.40,2678.40,3
4032.50,5032.50,1
2822.42,3822.42,8
1990.30,2990.30,1
1737.91,2737.91,10
3173.27,4173.27,7
7023.30,8023.30,4
272.58,1272.58,1
3768.76,4768.76,3
3842.78,4842.78,9
3510.91,4510.91,2
3838.05,4838.05,2
4302.41,5302.41,2
2642.14,3642.14,4
8343.77,9343.77,7
5635.73,6635.73,8
3775.51,4775.51,3
4709.72,5709.72,2
1046.93,2046.93,4
548.76,1548.76,8
8753.73,9753.73,2
7370.48,8370.48,5
6887.55,7887.55,7
8429.65,9429.65,4
7724.39,8724.39,2
246.83,1246.83,5
5927.33,6927.33,7
7899.29,8899.29,3
6957.31,7957.31,5
8119.43,9119.43,5
8369.08,9369.08,6
8777.65,9777.65,1
8719.37,9719.37,3
260.73,1260.73,5
4843.83,5843.83,3
7511.93,8511.93,1
4798.26,5798.26,6
2702.30,3702.30,7
5605.20,6605.20,5
214.38,1214.38,8
2988.78,3988.78,7
4275.98,5275.98,8
3093.35,4093.35,10
6557.20,7557.20,3
52.31,1052.31,3
1797.82,2797.82,7
89.38,1089.38,7
8235.20,9235.20,3
6039.48,7039.48,9
8372.44,9372.44,2
155.81,1155.81,6
483.30,1483.30,2
8617.91,9617.91,7
3087.50,4087.50,3
2306.86,3306.86,2
5007.81,6007.81,1
3752.26,4752.26,8
3866.64,4866.64,3
794.31,1794.31,10
6986.66,7986.66,2
311.99,1311.99,7
6651.93,7651.93,10
7558.00,8558.00,2
3640.58,4640.58,1
6733.28,7733.28,4
3510.88,4510.88,8
5662.61,6662.61,6
6447.22,7447.22,10
3023.33,4023.33,5
499.05,1499.05,1
4921.94,5921.94,9
5833.52,6833.52,1
4186.18,5186.18,5
1868.59,2868.59,2
753.24,1753.24,8
5154.36,6154.36,7
7576.55,8576.55,5
3379.93,4379.93,8
7075.17,8075.17,3
6761.45,7761.45,7
3988.90,4988.90,3
8354.08,9354.08,8
4087.29,5087.29,6
2845.89,3845.89,8
4188.50,5188.50,10
1673.12,2673.12,3
4981.64,5981.64,10
6657.89,7657.89,1
4546.59,5546.59,6
2097.25,3097.25,1
5832.59,6832.59,9
6372.34,7372.34,7
2895.47,3895.47,1
2088.95,3088.95,4
4991.50,5991.50,10
1779.24,2779.24,4
3348.55,4348.55,10
8310.57,9310.57,9
542.45,1542.45,8
682.78,1682.78,8
7795.82,8795.82,10
2258.13,3258.13,3
5624.85,6624.85,8
3235.38,4235.38,4
7982.40,8982.40,5
1196.22,2196.22,7
6430.17,7430.17,6
1805.77,2805.77,6
7387.05,8387.05,4
4926.38,5926.38,3
6274.74,7274.74,2
8571.43,9571.43,8
8652.54,9652.54,10
5634.95,6634.95,10
4537.38,5537.38,7
2070.47,3070.47,2
2679.50,3679.50,7
8478.09,9478.09,4
1240.62,2240.62,5
4979.22,5979.22,1
6012.70,7012.70,3
6946.49,7946.49,7
2315.24,3315.24,4
8477.85,9477.85,2
2141.32,3141.32,8
6856.16,7856.16,8
2898.80,3898.80,4
1603.37,2603.37,5
5353.75,6353.75,6
902.57,1902.57,8
4517.18,5517.18,3
3890.83,4890.83,9
1869.73,2869.73,1
2634.25,3634.25,1
7430.78,8430.78,9
5588.09,6588.09,2
8888.27,9888.27,1
6909.34,7909.34,7
8401.03,9401.03,4
3564.74,4564.74,6
6693.51,7693.51,4
4029.45,5029.45,3
5363.37,6363.37,5
6284.82,7284.82,9
3042.27,4042.27,5
6854.74,7854.74,5
6055.12,7055.12,3
5485.55,6485.55,9
7189.82,8189.82,8
3019.53,4019.53,7
8226.21,9226.21,6
409.09,1409.09,2
8301.96,9301.96,2
2539.43,3539.43,2
4199.67,5199.67,7
23.70,1023.70,5
3845.47,4845.47,3
8448.81,9448.81,1
7902.80,8902.80,7
3897.07,4897.07,10
3270.30,4270.30,4
3876.43,4876.43,3
69.18,1069.18,10
7544.95,8544.95,3
5808.76,6808.76,7
2069.76,3069.76,3
4740.51,5740.51,1
6767.67,7767.67,6
5162.87,6162.87,9
1154.95,2154.95,6
4955.57,5955.57,7
8847.10,9847.10,2
3862.43,4862.43,6
6875.11,7875.11,7
5192.88,6192.88,4
7445.73,8445.73,9
4016.83,5016.83,2
618.02,1618.02,9
8683.87,9683.87,10
613.09,1613.09,9
401.52,1401.52,9
826.00,1826.00,7
694.52,1694.52,7
744.80,1744.80,9
3399.17,4399.17,2
4401.42,5401.42,1
2703.57,3703.57,10
4485.56,5485.56,10
3322.40,4322.40,6
2176.33,3176.33,3
614.07,1614.07,8
7044.96,8044.96,1
1382.25,2382.25,6
5522.87,6522.87,10
7608.61,8608.61,4
6877.14,7877.14,8
4819.36,5819.36,9
32.26,1032.26,3
5495.38,6495.38,9
1132.01,2132.01,7
8004.38,9004.38,1
7095.99,8095.99,4
4747.64,5747.64,4
3233.03,4233.03,5
1145.55,2145.55,8
7567.65,8567.65,5
2379.72,3379.72,4
7688.38,8688.38,9
5352.57,6352.57,7
5272.46,6272.46,4
3153.42,4153.42,6
7158.87,8158.87,6
2422.60,3422.60,7
8442.65,9442.65,1
2803.68,3803.68,6
2544.64,3544.64,3
4791.96,5791.96,9
4588.81,5588.81,6
3306.54,4306.54,2
6616.79,7616.79,6
2580.93,3580.93,10
1441.85,2441.85,2
6088.08,7088.08,9
6512.27,7512.27,5
7723.07,8723.07,7
3410.76,4410.76,3
4253.43,5253.43,5
1276.43,2276.43,10
1478.17,2478.17,7
5162.39,6162.39,3
5772.27,6772.27,8
1923.84,2923.84,5
573.05,1573.05,2
28.37,1028.37,7
322.28,1322.28,9
5085.36,6085.36,5
7177.89,8177.89,2
5739.34,6739.34,1
506.35,1506.35,6
1906.53,2906.53,3
4521.32,5521.32,1
3659.60,4659.60,9
1122.89,2122.89,9
2194.19,3194.19,10
274.19,1274.19,8
2096.68,3096.68,4
7390.41,8390.41,4
4907.77,5907.77,3
6722.23,7722.23,3
5167.30,6167.30,3
6677.59,7677.59,1
5537.37,6537.37,5
6019.49,7019.49,2
3057.05,4057.05,5
8645.75,9645.75,7
3078.76,4078.76,3
6519.41,7519.41,9
4686.74,5686.74,8
1410.15,2410.15,4
628.75,1628.75,5
854.10,1854.10,2
3831.83,4831.83,2
5616.77,6616.77,2
8802.50,9802.50,7
4346.11,5346.11,3
3595.64,4595.64,6
318.56,1318.56,3
3484.17,4484.17,9
6745.31,7745.31,9
3945.32,4945.32,6
7435.89,8435.89,1
1927.01,2927.01,10
675.13,1675.13,9
3338.34,4338.34,1
5974.40,6974.40,10
2029.01,3029.01,6
5522.43,6522.43,8
6522.81,7522.81,10
6234.89,7234.89,2
6132.99,7132.99,10
3519.60,4519.60,4
537.96,1537.96,7
1028.34,2028.34,3
2889.33,3889.33,8
8140.93,9140.93,2
2092.10,3092.10,8
3557.23,4557.23,2
6326.68,7326.68,3
7592.04,8592.04,5
5597.58,6597.58,9
6655.43,7655.43,4
6098.30,7098.30,9
4524.88,5524.88,3
8611.35,9611.35,3
7614.72,8614.72,6
1004.73,2004.73,5
5304.75,6304.75,8
6601.38,7601.38,4
7848.22,8848.22,6
8977.91,9977.91,4
1321.53,2321.53,2
7343.61,8343.61,1
5240.11,6240.11,6
2186.98,3186.98,7
4338.22,5338.22,9
1781.11,2781.11,2
657.51,1657.51,1
8276.52,9276.52,6
1554.75,2554.75,2
8449.00,9449.00,2
813.87,1813.87,8
5756.44,6756.44,5
1516.92,2516.92,6
3110.91,4110.91,5
6392.06,7392.06,4
2558.47,3558.47,9
4786.83,5786.83,9
6760.73,7760.73,7
1089.01,2089.01,10
1882.50,2882.50,5
6213.63,7213.63,9
8735.11,9735.11,8
418.37,1418.37,7
5850.29,6850.29,6
8988.21,9988.21,7
2149.11,3149.11,9
2701.98,3701.98,1
5634.29,6634.29,1
5453.18,6453.18,5
1919.14,2919.14,3
3550.11,4550.11,6
5650.86,6650.86,2
7874.81,8874.81,5
3160.29,4160.29,2
5240.63,6240.63,7
5915.23,6915.23,1
305.79,1305.79,8
5042.62,6042.62,3
2084.47,3084.47,10
2609.06,3609.06,5
1000.78,2000.78,7
6242.27,7242.27,4
7042.13,8042.13,2
7468.20,8468.20,1
1047.79,2047.79,1
8826.65,9826.65,3
4328.50,5328.50,6
8462.58,9462.58,9
5391.46,6391.46,4
3840.53,4840.53,9
5414.29,6414.29,9
3912.65,4912.65,8
1923.74,2923.74,5
1503.86,2503.86,7
3963.67,4963.67,7
8215.11,9215.11,6
3967.30,4967.30,4
5959.07,6959.07,5
1712.51,2712.51,8
2580.52,3580.52,2
6169.60,7169.60,6
8000.18,9000.18,3
820.32,1820.32,6
7006.99,8006.99,2
2444.05,3444.05,3
5439.86,6439.86,9
3663.42,4663.42,5
8317.28,9317.28,2
3250.04,4250.04,1
5401.34,6401.34,1
6576.23,7576.23,7
3705.50,4705.50,1
1797.72,2797.72,10
2214.72,3214.72,4
4502.21,5502.21,8
407.77,1407.77,4
7026.14,8026.14,5
6025.05,7025.05,8
554.44,1554.44,1
6905.97,7905.97,6
5755.09,6755.09,4
5128.33,6128.33,4
8886.59,9886.59,5
8373.10,9373.10,10
8800.74,9800.74,3
8311.32,9311.32,5
175.53,1175.53,10
8793.86,9793.86,5
2111.13,3111.13,9
8619.57,9619.57,8
164.67,1164.67,8
3565.75,4565.75,10
8889.35,9889.35,6
5478.71,6478.71,7
6718.20,7718.20,10
4170.29,5170.29,10
1984.47,2984.47,1
7580.71,8580.71,10
4406.64,5406.64,9
4264.48,5264.48,9
3533.06,4533.06,9
3473.57,4473.57,10
1859.23,2859.23,2
1890.00,2890.00,10
8400.30,9400.30,3
5089.70,6089.70,1
5662.30,6662.30,9
4338.52,5338.52,10
607.78,1607.78,5
5161.99,6161.99,9
0.05,1000.05,8
1000.51,2000.51,5
6837.01,7837.01,1
8430.78,9430.78,4
6176.75,7176.75,9
4512.87,5512.87,7
7690.74,8690.74,9
4980.88,5980.88,8
8642.33,9642.33,2
4005.34,5005.34,4
5589.10,6589.10,7
882.06,1882.06,8
6785.92,7785.92,5
3821.74,4821.74,1
1619.97,2619.97,3
374.91,1374.91,2
1048.12,2048.12,7
8901.41,9901.41,4
982.84,1982.84,7
155.75,1155.75,8
5421.67,6421.67,10
6986.94,7986.94,8
5726.82,6726.82,6
7300.25,8300.25,5
5112.96,6112.96,10
962.15,1962.15,1
5635.20,6635.20,6
2128.06,3128.06,1
6582.63,7582.63,8
3200.94,4200.94,8
2434.07,3434.07,5
3873.67,4873.67,6
6791.07,7791.07,1
2652.98,3652.98,9
3067.95,4067.95,8
3590.11,4590.11,9
5773.08,6773.08,3
4131.45,5131.45,8
6893.67,7893.67,2
5887.42,6887.42,5
4542.10,5542.10,4
1574.43,2574.43,3
4080.26,5080.26,4
5190.01,6190.01,4
5275.68,6275.68,8
8894.88,9894.88,6
7788.34,8788.34,1
2395.55,3395.55,1
1116.99,2116.99,8
6930.80,7930.80,8
1342.17,2342.17,6
4518.26,5518.26,9
7207.44,8207.44,5
1270.44,2270.44,4
2340.24,3340.24,6
3906.35,4906.35,2
5568.36,6568.36,5
718.60,1718.60,10
6700.09,7700.09,5
4414.68,5414.68,5
3609.93,4609.93,5
5544.92,6544.92,6
6957.53,7957.53,1
8888.55,9888.55,8
8656.73,9656.73,2
4618.93,5618.93,8
7682.08,8682.08,8
1044.94,2044.94,9
7344.92,8344.92,6
3090.14,4090.14,3
8806.25,9806.25,9
4315.57,5315.57,9
828.78,1828.78,10
5461.83,6461.83,1
8657.06,9657.06,1
5107.94,6107.94,2
6806.51,7806.51,8
6080.39,7080.39,4
3919.87,4919.87,7
3832.26,4832.26,8
667.58,1667.58,10
6108.19,7108.19,2
5036.01,6036.01,7
692.82,1692.82,4
2918.16,3918.16,6
6657.14,7657.14,8
4253.19,5253.19,7
6832.92,7832.92,3
5156.94,6156.94,9
5666.00,6666.00,2
8807.12,9807.12,9
7805.08,8805.08,4
8560.29,9560.29,2
2340.85,3340.85,7
8349.56,9349.56,2
2286.98,3286.98,7
4263.44,5263.44,6
122.84,1122.84,10
2568.59,3568.59,9
6426.38,7426.38,8
3469.34,4469.34,1
5577.23,6577.23,1
4022.09,5022.09,8
4540.58,5540.58,8
1219.23,2219.23,2
6735.30,7735.30,4
63.69,1063.69,5
4160.62,5160.62,8
8763.64,9763.64,4
1985.40,2985.40,2
7649.67,8649.67,3
8557.49,9557.49,1
3487.62,4487.62,8
3868.54,4868.54,4
1032.22,2032.22,1
6051.42,7051.42,6
8584.14,9584.14,8
3150.33,4150.33,6
6357.62,7357.62,6
4141.88,5141.88,10
8710.67,9710.67,4
1425.40,2425.40,10
4970.98,5970.98,2
32.18,1032.18,10
3890.28,4890.28,8
6669.66,7669.66,10
5490.13,6490.13,7
608.46,1608.46,1
5974.29,6974.29,8
544.74,1544.74,7
6142.68,7142.68,10
8689.22,9689.22,4
1221.26,2221.26,9
7627.19,8627.19,2
6388.78,7388.78,2
6131.91,7131.91,8
8481.04,9481.04,6
2882.20,3882.20,9
2888.82,3888.82,4
2582.42,3582.42,5
8222.64,9222.64,5
4720.92,5720.92,9
7565.83,8565.83,9
7618.08,8618.08,1
3194.70,4194.70,10
4514.29,5514.29,10
4986.34,5986.34,7
3274.78,4274.78,8
2946.04,3946.04,2
2922.99,3922.99,2
905.61,1905.61,5
393.35,1393.35,9
4212.73,5212.73,4
2328.05,3328.05,8
2441.51,3441.51,9
473.27,1473.27,3
4356.35,5356.35,7
8791.75,9791.75,3
8539.54,9539.54,5
4306.58,5306.58,6
4534.33,5534.33,2
1673.28,2673.28,1
2736.23,3736.23,4
4278.24,5278.24,10
5126.76,6126.76,9
7393.68,8393.68,5
7522.04,8522.04,8
7979.44,8979.44,8
2521.16,3521.16,10
5063.52,6063.52,8
2133.02,3133.02,1
4476.86,5476.86,5
2665.55,3665.55,3
222.77,1222.77,7
384.62,1384.62,1
4926.55,5926.55,7
3696.92,4696.92,5
814.16,1814.16,6
3204.42,4204.42,9
1098.71,2098.71,3
6402.31,7402.31,7
2530.24,3530.24,7
7064.58,8064.58,2
4095.72,5095.72,8
598.98,1598.98,10
3702.58,4702.58,5
7280.80,8280.80,4
2077.07,3077.07,5
4662.48,5662.48,1
4094.85,5094.85,5
6592.19,7592.19,10
4051.56,5051.56,10
8181.62,9181.62,9
2025.07,3025.07,10
8007.87,9007.87,9
7829.75,8829.75,3
1979.70,2979.70,5
1676.50,2676.50,6
8276.83,9276.83,1
542.30,1542.30,9
775.21,1775.21,5
1809.27,2809.27,5
3670.63,4670.63,1
5886.25,6886.25,9
435.09,1435.09,9
8201.34,9201.34,5
4957.83,5957.83,4
7549.98,8549.98,3
3829.31,4829.31,3
5418.24,6418.24,2
3375.39,4375.39,1
7345.75,8345.75,8
6570.02,7570.02,6
125.84,1125.84,7
4179.44,5179.44,8
1128.34,2128.34,8
1610.19,2610.19,10
5353.66,6353.66,6
6584.82,7584.82,10
8951.01,9951.01,9
6596.13,7596.13,3
8420.74,9420.74,2
8912.40,9912.40,7
3380.55,4380.55,7
7684.08,8684.08,7
5730.61,6730.61,6
4872.67,5872.67,2
8908.28,9908.28,6
6021.63,7021.63,6
202.45,1202.45,2
5675.61,6675.61,7
4820.47,5820.47,5
7397.70,8397.70,3
655.30,1655.30,6
106.13,1106.13,5
4271.54,5271.54,6
427.36,1427.36,10
6220.30,7220.30,7
3612.07,4612.07,6
3096.60,4096.60,9
4666.12,5666.12,4
1589.52,2589.52,4
7573.05,8573.05,10
8741.89,9741.89,3
4958.83,5958.83,2
1182.39,2182.39,4
7241.78,8241.78,9
8636.90,9636.90,10
1195.14,2195.14,8
2731.94,3731.94,9
6849.64,7849.64,2
3108.60,4108.60,4
4152.52,5152.52,9
2270.96,3270.96,1
2252.23,3252.23,7
8195.48,9195.48,10
6802.05,7802.05,4
5486.46,6486.46,9
6451.29,7451.29,4
5278.33,6278.33,8
6984.97,7984.97,9
8160.09,9160.09,10
2793.49,3793.49,8
548.90,1548.90,3
8752.94,9752.94,4
8221.52,9221.52,7
8525.14,9525.14,9
6902.29,7902.29,5
8522.63,9522.63,3
5404.24,6404.24,8
4320.16,5320.16,1
700.00,1700.00,10
8008.74,9008.74,2
6751.86,7751.86,2
2027.47,3027.47,5
7018.49,8018.49,6
258.34,1258.34,8
8215.62,9215.62,1
1066.14,2066.14,9
6901.40,7901.40,2
4964.39,5964.39,8
4295.52,5295.52,4
6982.12,7982.12,2
6877.03,7877.03,4
3147.12,4147.12,4
6391.34,7391.34,9
8751.38,9751.38,6
5608.62,6608.62,8
5676.76,6676.76,1
4073.91,5073.91,3
7538.75,8538.75,7
211.39,1211.39,10
5499.48,6499.48,1
8488.38,9488.38,3
1100.56,2100.56,6
114.38,1114.38,8
1706.74,2706.74,10
7231.49,8231.49,10
4639.89,5639.89,3
6656.80,7656.80,7
5254.57,6254.57,3
3275.15,4275.15,5
3204.46,4204.46,2
5101.00,6101.00,1
1549.57,2549.57,10
1354.32,2354.32,10
4165.96,5165.96,5
7799.28,8799.28,8
2738.69,3738.69,2
8012.46,9012.46,10
7673.26,8673.26,1
5676.84,6676.84,6
1194.95,2194.95,4
7562.78,8562.78,5
455.15,1455.15,5
2464.87,3464.87,3
7816.44,8816.44,8
5235.45,6235.45,3
5919.08,6919.08,3
8635.78,9635.78,7
4644.47,5644.47,10
6944.04,7944.04,1
92.64,1092.64,2
4328.10,5328.10,10
5361.99,6361.99,5
2419.31,3419.31,4
6761.12,7761.12,10
2695.02,3695.02,10
5218.93,6218.93,5
6973.49,7973.49,1
829.20,1829.20,5
1732.42,2732.42,5
4217.62,5217.62,7
7217.87,8217.87,1
4872.35,5872.35,5
327.18,1327.18,3
7211.53,8211.53,6
6551.92,7551.92,2
423.66,1423.66,9
2772.64,3772.64,10
3264.47,4264.47,5
5863.10,6863.10,10
3380.40,4380.40,1
6506.56,7506.56,6
2885.60,3885.60,10
1356.56,2356.56,6
2107.43,3107.43,8
1189.95,2189.95,3
5907.13,6907.13,10
1807.03,2807.03,8
1198.02,2198.02,5
237.21,1237.21,9
5976.43,6976.43,8
8369.17,9369.17,8
3240.95,4240.95,2
1475.47,2475.47,1
3169.42,4169.42,5
4774.31,5774.31,6
1390.00,2390.00,4
4122.42,5122.42,1
5736.63,6736.63,4
702.94,1702.94,2
2573.04,3573.04,2
766.03,1766.03,9
7712.79,8712.79,1
7074.41,8074.41,10
6083.63,7083.63,1
1470.13,2470.13,6
8163.44,9163.44,1
202.80,1202.80,6
4323.52,5323.52,9
3648.92,4648.92,6
421.86,1421.86,6
3296.90,4296.90,5
5098.64,6098.64,9
508.18,1508.18,2
3363.14,4363.14,9
7739.87,8739.87,1
5087.78,6087.78,2
5867.38,6867.38,1
1753.34,2753.34,3
1381.24,2381.24,3
4610.30,5610.30,7
6206.06,7206.06,7
44.61,1044.61,8
2660.74,3660.74,10
4309.30,5309.30,10
139.37,1139.37,7
6815.13,7815.13,8
7514.68,8514.68,4
7765.95,8765.95,8
3966.46,4966.46,6
2888.33,3888.33,9
5486.23,6486.23,1
781.60,1781.60,4
