value1,value2,riskMin
6159.31,7159.31,1
1432.84,2432.84,10
5229.75,6229.75,9
8292.98,9292.98,6
5060.13,6060.13,1
6199.79,7199.79,5
4506.76,5506.76,10
410.96,1410.96,8
4113.35,5113.35,7
4284.99,5284.99,7
8777.07,9777.07,2
3271.75,4271.75,6
2704.76,3704.76,1
6572.45,7572.45,7
7385.50,8385.50,9
1746.03,2746.03,7
8909.48,9909.48,4
1965.77,2965.77,10
2075.75,3075.75,5
1867.60,2867.60,7
4395.73,5395.73,5
3759.55,4759.55,8
7574.48,8574.48,7
6270.83,7270.83,6
6674.42,7674.42,2
2700.08,3700.08,2
4475.60,5475.60,9
199.30,1199.30,8
5517.73,6517.73,9
6840.87,7840.87,9
6858.60,7858.60,4
463.03,1463.03,9
2132.57,3132.57,10
5733.27,6733.27,5
2181.53,3181.53,5
1280.08,2280.08,7
3810.60,4810.60,9
1375.51,2375.51,8
7859.90,8859.90,6
2235.37,3235.37,8
6938.21,7938.21,1
1924.72,2924.72,6
3004.73,4004.73,2
3870.09,4870.09,7
1451.08,2451.08,7
7755.17,8755.17,9
956.29,1956.29,1
592.49,1592.49,9
2679.63,3679.63,3
5615.72,6615.72,7
6161.74,7161.74,10
5513.21,6513.21,1
7536.53,8536.53,2
1542.59,2542.59,8
4232.91,5232.91,1
7464.13,8464.13,8
5735.05,6735.05,8
4757.98,5757.98,6
6551.15,7551.15,4
289.07,1289.07,6
3148.66,4148.66,2
7016.61,8016.61,7
8906.25,9906.25,8
4601.19,5601.19,1
4086.55,5086.55,7
3032.94,4032.94,1
6450.53,7450.53,3
5608.87,6608.87,7
1586.64,2586.64,5
1560.56,2560.56,10
1783.28,2783.28,6
8516.37,9516.37,6
2344.07,3344.07,1
1028.49,2028.49,7
2557.81,3557.81,9
25.47,1025.47,2
2488.83,3488.83,5
2039.23,3039.23,10
8408.69,9408.69,8
3889.38,4889.38,2
8595.56,9595.56,10
2470.41,3470.41,4
7751.09,8751.09,8
6513.24,7513.24,6
6410.93,7410.93,1
912.28,1912.28,8
612.71,1612.71,2
638.89,1638.89,6
1282.58,2282.58,9
30.51,1030.51,9
3860.23,4860.23,4
2.61,1002.61,4
2995.76,3995.76,1
6528.40,7528.40,6
8200.61,9200.61,4
7989.52,8989.52,9
6102.19,7102.19,8
5351.37,6351.37,9
6131.09,7131.09,6
5126.73,6126.73,10
6156.13,7156.13,1
5834.36,6834.36,3
3521.78,4521.78,3
331.80,1331.80,6
4956.63,5956.63,8
8639.59,9639.59,4
8919.69,9919.69,1
7154.60,8154.60,4
696.84,1696.84,5
8616.92,9616.92,5
5622.24,6622.24,1
2486.39,3486.39,3
3211.53,4211.53,6
4485.11,5485.11,2
5478.76,6478.76,6
5945.22,6945.22,1
4525.94,5525.94,10
1373.28,2373.28,8
2619.02,3619.02,7
3141.46,4141.46,6
1981.29,2981.29,3
2463.58,3463.58,9
2493.37,3493.37,5
8461.33,9461.33,3
7047.27,8047.27,7
3976.79,4976.79,7
1838.08,2838.08,10
8732.57,9732.57,2
837.22,1837.22,5
571.93,1571.93,1
8284.45,9284.45,6
4929.40,5929.40,2
487.80,1487.80,9
7469.85,8469.85,9
6129.56,7129.56,9
6879.65,7879.65,7
8229.28,9229.28,7
2634.22,3634.22,2
2331.13,3331.13,7
8123.83,9123.83,3
2793.01,3793.01,7
5574.67,6574.67,6
6614.98,7614.98,1
6683.70,7683.70,5
1026.83,2026.83,8
1495.36,2495.36,8
962.51,1962.51,6
488.97,1488.97,1
3322.21,4322.21,3
4865.06,5865.06,10
6930.61,7930.61,10
6718.38,7718.38,8
3916.50,4916.50,7
4095.01,5095.01,4
6738.71,7738.71,6
2891.44,3891.44,8
1893.05,2893.05,4
5988.82,6988.82,8
2809.38,3809.38,1
6427.55,7427.55,5
8947.25,9947.25,3
3381.89,4381.89,4
1178.47,2178.47,7
2718.26,3718.26,2
1760.75,2760.75,2
4870.18,5870.18,8
3591.14,4591.14,3
5859.36,6859.36,2
8283.13,9283.13,2
7490.58,8490.58,10
6097.45,7097.45,5
2802.68,3802.68,9
1872.18,2872.18,5
5455.66,6455.66,8
4966.29,5966.29,10
7231.32,8231.32,4
7213.57,8213.57,9
8658.94,9658.94,3
2896.08,3896.08,10
5270.22,6270.22,6
2208.90,3208.90,3
8294.23,9294.23,6
6943.18,7943.18,8
6727.61,7727.61,9
4678.79,5678.79,7
4013.21,5013.21,9
7680.08,8680.08,9
8851.39,9851.39,5
4225.34,5225.34,4
5063.84,6063.84,6
6682.17,7682.17,10
8181.23,9181.23,1
7995.19,8995.19,6
3591.33,4591.33,10
8109.39,9109.39,6
3505.27,4505.27,10
1299.69,2299.69,8
6071.66,7071.66,2
3461.96,4461.96,8
3888.10,4888.10,9
7110.42,8110.42,10
7811.92,8811.92,7
7352.62,8352.62,1
5340.06,6340.06,1
2744.67,3744.67,8
1763.79,2763.79,10
634.20,1634.20,1
2738.65,3738.65,6
2582.69,3582.69,3
26.79,1026.79,2
3474.44,4474.44,10
801.86,1801.86,10
3274.35,4274.35,6
5383.24,6383.24,10
1982.28,2982.28,8
2134.97,3134.97,7
3561.49,4561.49,10
7819.59,8819.59,1
6002.17,7002.17,4
8931.85,9931.85,6
1890.23,2890.23,2
6110.72,7110.72,6
5428.15,6428.15,1
8787.09,9787.09,3
8348.93,9348.93,7
5331.05,6331.05,6
3305.59,4305.59,2
1165.49,2165.49,7
5936.02,6936.02,7
4313.23,5313.23,9
4528.54,5528.54,2
4452.29,5452.29,2
8641.07,9641.07,5
1103.51,2103.51,7
8780.43,9780.43,2
2663.17,3663.17,6
3575.69,4575.69,8
6909.09,7909.09,10
8667.31,9667.31,5
7994.11,8994.11,6
1288.29,2288.29,3
2742.80,3742.80,2
3651.17,4651.17,5
6522.79,7522.79,6
7172.55,8172.55,10
2335.55,3335.55,2
5285.64,6285.64,3
6795.72,7795.72,8
1371.42,2371.42,3
2095.03,3095.03,7
1502.74,2502.74,4
8428.46,9428.46,8
1989.89,2989.89,8
7176.42,8176.42,6
7894.73,8894.73,7
3562.53,4562.53,7
1567.26,2567.26,9
8629.25,9629.25,3
413.44,1413.44,2
3337.42,4337.42,5
5294.65,6294.65,7
1172.29,2172.29,3
6988.13,7988.13,2
2894.28,3894.28,4
3172.62,4172.62,5
5303.47,6303.47,5
8792.68,9792.68,10
4698.97,5698.97,2
1325.48,2325.48,10
6094.54,7094.54,8
311.19,1311.19,1
2694.99,3694.99,10
5770.24,6770.24,2
5372.48,6372.48,1
1727.67,2727.67,4
6434.58,7434.58,3
4685.30,5685.30,1
6817.12,7817.12,2
1255.11,2255.11,6
4521.34,5521.34,7
4352.93,5352.93,10
7370.14,8370.14,10
7811.77,8811.77,3
1487.15,2487.15,6
1535.68,2535.68,2
1866.05,2866.05,8
8421.18,9421.18,3
2346.28,3346.28,7
1774.11,2774.11,6
867.24,1867.24,6
3065.08,4065.08,5
5170.78,6170.78,5
4506.63,5506.63,2
766.92,1766.92,4
5647.89,6647.89,9
3934.19,4934.19,5
7663.39,8663.39,9
7567.53,8567.53,3
4664.40,5664.40,7
1818.43,2818.43,4
7490.26,8490.26,9
2644.27,3644.27,10
6009.32,7009.32,3
5087.42,6087.42,10
7435.02,8435.02,1
8860.61,9860.61,6
3774.61,4774.61,4
1335.61,2335.61,2
4460.29,5460.29,9
3754.38,4754.38,8
478.14,1478.14,9
5431.35,6431.35,9
725.25,1725.25,6
7099.50,8099.50,1
6817.70,7817.70,9
4222.17,5222.17,4
2151.91,3151.91,8
7954.26,8954.26,6
7099.38,8099.38,5
4155.96,5155.96,7
4521.13,5521.13,9
7613.98,8613.98,2
2028.33,3028.33,4
6422.17,7422.17,10
847.53,1847.53,2
6524.57,7524.57,2
6643.59,7643.59,7
3226.81,4226.81,7
4388.96,5388.96,8
2807.70,3807.70,8
5126.13,6126.13,9
5003.32,6003.32,5
6643.93,7643.93,10
6273.21,7273.21,10
6798.57,7798.57,9
5016.52,6016.52,1
1574.90,2574.90,3
8617.77,9617.77,7
6385.27,7385.27,3
3153.00,4153.00,5
2424.85,3424.85,2
3448.58,4448.58,6
8018.73,9018.73,9
1090.44,2090.44,10
4333.07,5333.07,6
139.78,1139.78,10
300.78,1300.78,6
6306.75,7306.75,6
1330.50,2330.50,6
688.05,1688.05,6
5179.03,6179.03,10
5.84,1005.84,9
2638.40,3638.40,1
339.55,1339.55,6
5438.60,6438.60,4
4398.17,5398.17,8
7801.63,8801.63,7
7017.04,8017.04,10
177.90,1177.90,3
453.82,1453.82,4
7461.91,8461.91,2
484.85,1484.85,5
2913.15,3913.15,1
2235.73,3235.73,7
6280.57,7280.57,8
4798.10,5798.10,2
5599.24,6599.24,3
3886.69,4886.69,10
3025.39,4025.39,1
2235.72,3235.72,1
1260.96,2260.96,3
2872.14,3872.14,10
5375.51,6375.51,9
4506.55,5506.55,10
8477.98,9477.98,4
2930.65,3930.65,4
7910.43,8910.43,5
1231.72,2231.72,4
1273.26,2273.26,7
7536.44,8536.44,4
736.35,1736.35,6
7281.05,8281.05,4
7117.44,8117.44,9
8384.65,9384.65,9
573.59,1573.59,1
7507.54,8507.54,5
7612.80,8612.80,5
3246.31,4246.31,10
5051.88,6051.88,6
362.01,1362.01,3
1778.17,2778.17,8
3451.03,4451.03,2
714.85,1714.85,7
4155.18,5155.18,8
1771.87,2771.87,5
6610.20,7610.20,10
2457.73,3457.73,5
4789.91,5789.91,6
3899.54,4899.54,8
4032.09,5032.09,3
4060.94,5060.94,10
331.74,1331.74,10
6128.50,7128.50,10
6563.84,7563.84,10
5243.37,6243.37,2
2087.83,3087.83,10
8324.11,9324.11,5
6458.73,7458.73,8
3457.87,4457.87,4
2986.12,3986.12,3
5526.81,6526.81,1
8865.06,9865.06,4
63.49,1063.49,3
7099.13,8099.13,4
6773.82,7773.82,5
3893.64,4893.64,3
4719.25,5719.25,2
1546.32,2546.32,2
8945.30,9945.30,7
8093.50,9093.50,6
7895.63,8895.63,3
7690.87,8690.87,9
4573.70,5573.70,4
870.83,1870.83,5
3446.72,4446.72,2
4270.61,5270.61,3
3423.11,4423.11,5
2668.56,3668.56,5
740.50,1740.50,2
1667.72,2667.72,10
5334.72,6334.72,2
5997.19,6997.19,6
5028.96,6028.96,2
21.90,1021.90,9
489.65,1489.65,3
9.23,1009.23,2
7535.24,8535.24,1
968.28,1968.28,5
4992.03,5992.03,5
2748.69,3748.69,2
2232.94,3232.94,10
2873.66,3873.66,1
1886.84,2886.84,4
7413.36,8413.36,10
7942.07,8942.07,3
2037.44,3037.44,7
7248.15,8248.15,4
4544.80,5544.80,10
3228.52,4228.52,4
7199.23,8199.23,2
1385.97,2385.97,9
8532.24,9532.24,2
8586.17,9586.17,8
8182.99,9182.99,7
92.62,1092.62,2
6879.80,7879.80,5
7532.37,8532.37,5
6733.05,7733.05,7
3982.53,4982.53,8
2457.39,3457.39,7
6946.33,7946.33,7
733.93,1733.93,2
5660.62,6660.62,1
227.61,1227.61,2
5222.09,6222.09,4
6523.16,7523.16,3
4702.68,5702.68,5
8422.23,9422.23,4
1450.53,2450.53,6
1920.03,2920.03,9
4252.49,5252.49,4
5719.42,6719.42,7
4853.86,5853.86,4
718.62,1718.62,7
7673.92,8673.92,4
8950.32,9950.32,3
2396.06,3396.06,6
588.87,1588.87,8
6864.51,7864.51,1
7219.14,8219.14,4
2819.02,3819.02,4
3753.69,4753.69,10
5000.18,6000.18,1
954.49,1954.49,1
1100.02,2100.02,2
7166.42,8166.42,3
78.27,1078.27,5
2391.46,3391.46,7
6395.45,7395.45,2
2702.63,3702.63,4
4338.01,5338.01,4
8808.09,9808.09,6
1190.66,2190.66,6
3650.96,4650.96,1
621.86,1621.86,8
2670.97,3670.97,9
3488.79,4488.79,9
8384.45,9384.45,1
895.87,1895.87,1
3769.72,4769.72,4
2173.94,3173.94,5
1907.86,2907.86,5
350.71,1350.71,1
697.62,1697.62,7
7016.54,8016.54,6
7196.54,8196.54,5
7872.17,8872.17,3
8347.06,9347.06,2
7351.79,8351.79,6
1103.91,2103.91,3
799.01,1799.01,3
785.24,1785.24,1
1065.04,2065.04,2
3649.18,4649.18,5
7110.82,8110.82,4
233.08,1233.08,8
3830.01,4830.01,5
7784.93,8784.93,6
825.07,1825.07,6
2334.21,3334.21,2
3344.56,4344.56,6
1159.78,2159.78,2
2984.12,3984.12,5
7339.73,8339.73,3
7733.34,8733.34,7
859.24,1859.24,8
7214.45,8214.45,8
3788.03,4788.03,10
4082.15,5082.15,5
846.60,1846.60,3
6213.11,7213.11,9
6189.37,7189.37,3
7843.97,8843.97,3
3601.99,4601.99,10
4414.51,5414.51,1
7765.71,8765.71,6
324.92,1324.92,3
4835.82,5835.82,3
504.76,1504.76,1
5503.49,6503.49,3
1697.23,2697.23,7
5741.90,6741.90,1
2852.19,3852.19,10
7377.90,8377.90,10
6678.09,7678.09,4
5964.17,6964.17,5
6522.49,7522.49,2
250.92,1250.92,6
3704.17,4704.17,8
7731.56,8731.56,8
2534.02,3534.02,3
1454.35,2454.35,5
3772.67,4772.67,1
2721.25,3721.25,6
2813.55,3813.55,4
684.43,1684.43,5
4125.79,5125.79,1
1436.75,2436.75,3
3843.03,4843.03,8
6473.87,7473.87,4
5247.05,6247.05,3
7831.22,8831.22,7
5891.49,6891.49,3
6005.08,7005.08,8
1697.14,2697.14,8
2707.30,3707.30,10
8632.08,9632.08,7
3395.00,4395.00,3
8734.50,9734.50,2
1023.10,2023.10,6
8716.37,9716.37,3
7247.55,8247.55,8
7392.06,8392.06,6
6613.73,7613.73,9
1866.02,2866.02,3
3336.91,4336.91,2
4275.57,5275.57,7
281.91,1281.91,7
5327.52,6327.52,5
4777.77,5777.77,1
6230.34,7230.34,7
7548.47,8548.47,6
7187.59,8187.59,9
1154.36,2154.36,1
4719.82,5719.82,10
210.02,1210.02,7
365.66,1365.66,1
8435.48,9435.48,4
7158.99,8158.99,2
5899.85,6899.85,1
872.55,1872.55,6
4389.32,5389.32,8
2045.55,3045.55,10
8058.47,9058.47,4
2670.96,3670.96,7
7840.13,8840.13,7
3888.05,4888.05,2
2608.88,3608.88,6
7699.15,8699.15,9
1864.01,2864.01,1
3109.20,4109.20,2
6512.71,7512.71,7
1062.73,2062.73,1
1707.12,2707.12,10
1128.58,2128.58,9
2615.86,3615.86,3
1285.33,2285.33,3
3306.08,4306.08,7
3137.93,4137.93,2
7435.18,8435.18,5
6794.17,7794.17,4
7194.70,8194.70,7
6966.64,7966.64,5
7993.26,8993.26,2
8444.29,9444.29,7
4866.23,5866.23,5
4299.16,5299.16,1
1479.13,2479.13,8
7032.01,8032.01,4
1318.08,2318.08,4
7112.23,8112.23,1
7445.57,8445.57,4
3074.59,4074.59,9
4202.49,5202.49,5
7920.57,8920.57,5
3793.70,4793.70,3
7035.98,8035.98,5
3327.99,4327.99,1
6485.20,7485.20,5
6834.07,7834.07,1
1035.81,2035.81,2
3961.95,4961.95,8
4391.51,5391.51,5
6939.89,7939.89,7
3507.16,4507.16,3
8654.62,9654.62,6
5043.25,6043.25,6
6455.87,7455.87,4
2363.93,3363.93,4
5992.31,6992.31,3
3453.90,4453.90,1
8629.90,9629.90,6
5836.83,6836.83,3
4566.20,5566.20,5
5917.66,6917.66,7
971.67,1971.67,10
5052.68,6052.68,5
4460.05,5460.05,9
8486.18,9486.18,3
6989.39,7989.39,7
7718.88,8718.88,4
8082.72,9082.72,6
6802.62,7802.62,1
8135.30,9135.30,8
3468.09,4468.09,10
6240.48,7240.48,2
497.91,1497.91,5
2723.07,3723.07,5
8789.19,9789.19,4
2920.70,3920.70,7
3142.56,4142.56,5
2830.86,3830.86,3
7272.78,8272.78,7
6477.26,7477.26,4
1885.88,2885.88,6
3838.01,4838.01,5
2624.15,3624.15,6
3324.20,4324.20,5
979.21,1979.21,5
1369.30,2369.30,10
7515.06,8515.06,9
4084.91,5084.91,6
1554.18,2554.18,5
1447.63,2447.63,4
3568.19,4568.19,6
5559.98,6559.98,8
6356.42,7356.42,9
3536.71,4536.71,4
6284.91,7284.91,10
7187.68,8187.68,1
3771.30,4771.30,3
641.04,1641.04,5
5466.92,6466.92,1
3621.27,4621.27,3
7935.42,8935.42,9
519.88,1519.88,4
4054.72,5054.72,1
2051.24,3051.24,8
3126.45,4126.45,9
7458.02,8458.02,5
6457.23,7457.23,2
5295.01,6295.01,9
946.99,1946.99,4
4562.71,5562.71,4
5507.25,6507.25,8
4971.46,5971.46,10
6155.46,7155.46,1
3659.62,4659.62,8
4509.98,5509.98,4
6201.67,7201.67,5
5799.43,6799.43,10
5027.96,6027.96,5
3306.56,4306.56,1
8835.03,9835.03,7
2633.30,3633.30,9
7227.10,8227.10,2
5433.54,6433.54,9
714.35,1714.35,1
2572.22,3572.22,10
4454.16,5454.16,8
6889.84,7889.84,3
8661.58,9661.58,4
8175.70,9175.70,7
3359.27,4359.27,9
3527.79,4527.79,3
5805.67,6805.67,3
3255.12,4255.12,10
206.07,1206.07,4
4948.68,5948.68,5
2375.54,3375.54,4
656.70,1656.70,6
8168.66,9168.66,5
28.40,1028.40,1
7856.13,8856.13,7
941.38,1941.38,5
5419.78,6419.78,4
5828.21,6828.21,6
3338.06,4338.06,10
7032.04,8032.04,10
4301.47,5301.47,7
1900.36,2900.36,7
1287.02,2287.02,6
6250.71,7250.71,4
2139.63,3139.63,9
8600.44,9600.44,4
3795.22,4795.22,9
459.78,1459.78,10
7324.44,8324.44,5
7426.99,8426.99,2
7553.32,8553.32,4
6044.10,7044.10,1
7834.52,8834.52,10
8065.66,9065.66,2
6368.86,7368.86,9
7130.40,8130.40,8
4933.68,5933.68,8
1397.74,2397.74,10
7549.31,8549.31,4
5997.32,6997.32,6
7864.51,8864.51,7
2401.15,3401.15,3
1029.24,2029.24,3
8957.63,9957.63,10
846.07,1846.07,1
5522.54,6522.54,6
8839.15,9839.15,6
5823.62,6823.62,6
7946.55,8946.55,3
1611.40,2611.40,8
7646.61,8646.61,1
3239.32,4239.32,1
1633.41,2633.41,8
6995.12,7995.12,6
2329.62,3329.62,1
878.43,1878.43,7
2239.17,3239.17,6
3337.06,4337.06,1
3219.24,4219.24,8
574.60,1574.60,5
1752.53,2752.53,10
1889.84,2889.84,10
6049.36,7049.36,3
6540.25,7540.25,10
7331.33,8331.33,8
7952.04,8952.04,2
4220.43,5220.43,2
3718.74,4718.74,9
3611.63,4611.63,1
308.39,1308.39,5
591.07,1591.07,9
4141.39,5141.39,8
4178.99,5178.99,9
219.13,1219.13,2
5195.52,6195.52,9
5671.75,6671.75,4
8693.51,9693.51,2
5892.78,6892.78,1
5508.06,6508.06,9
5321.27,6321.27,7
8885.87,9885.87,7
6083.67,7083.67,8
8772.00,9772.00,9
129.48,1129.48,1
2531.18,3531.18,6
1489.91,2489.91,9
1536.07,2536.07,3
492.11,1492.11,8
2171.04,3171.04,4
3463.76,4463.76,5
3621.90,4621.90,8
1477.97,2477.97,3
5699.11,6699.11,3
7390.86,8390.86,2
2933.76,3933.76,9
7643.10,8643.10,7
3405.92,4405.92,2
2141.84,3141.84,4
3635.29,4635.29,3
7782.00,8782.00,5
4945.48,5945.48,7
4674.42,5674.42,8
5501.97,6501.97,9
5963.90,6963.90,2
237.16,1237.16,8
3078.94,4078.94,4
1627.41,2627.41,3
5708.49,6708.49,1
3146.51,4146.51,3
4759.46,5759.46,3
1952.51,2952.51,8
6742.14,7742.14,3
7039.39,8039.39,8
6656.98,7656.98,1
3308.81,4308.81,2
7032.97,8032.97,2
3913.14,4913.14,5
6314.92,7314.92,10
3250.74,4250.74,8
681.73,1681.73,8
1763.20,2763.20,9
7508.14,8508.14,4
3999.17,4999.17,6
1304.28,2304.28,6
6423.84,7423.84,10
1188.72,2188.72,8
4354.69,5354.69,9
6200.18,7200.18,5
5158.54,6158.54,8
7712.30,8712.30,8
3660.05,4660.05,5
4388.37,5388.37,7
2393.81,3393.81,10
5998.31,6998.31,1
4414.56,5414.56,1
1392.83,2392.83,6
3862.68,4862.68,6
5234.20,6234.20,7
7260.44,8260.44,5
6975.88,7975.88,10
8021.92,9021.92,5
7475.97,8475.97,4
3982.21,4982.21,10
7200.52,8200.52,9
2444.41,3444.41,1
3531.85,4531.85,8
3270.89,4270.89,5
2721.60,3721.60,1
5280.88,6280.88,6
5580.69,6580.69,6
3108.90,4108.90,4
2884.84,3884.84,4
5192.45,6192.45,1
8295.76,9295.76,9
208.38,1208.38,10
7485.46,8485.46,3
2034.28,3034.28,2
1776.35,2776.35,8
382.93,1382.93,3
1200.88,2200.88,5
3225.93,4225.93,5
7275.80,8275.80,5
5623.54,6623.54,4
5165.23,6165.23,6
7176.41,8176.41,10
7732.15,8732.15,5
5974.87,6974.87,5
5662.57,6662.57,3
5388.74,6388.74,9
6118.30,7118.30,10
1735.40,2735.40,3
8850.45,9850.45,2
4295.83,5295.83,4
6026.70,7026.70,2
5618.90,6618.90,2
2019.27,3019.27,5
367.16,1367.16,9
2070.42,3070.42,5
3076.04,4076.04,4
8484.99,9484.99,6
5263.74,6263.74,1
8230.88,9230.88,9
7162.56,8162.56,2
7504.45,8504.45,10
3541.17,4541.17,6
2312.42,3312.42,9
3008.60,4008.60,2
8902.53,9902.53,5
640.80,1640.80,6
7.39,1007.39,2
1865.21,2865.21,7
578.81,1578.81,1
8245.26,9245.26,7
6550.16,7550.16,10
8826.59,9826.59,8
6994.64,7994.64,5
5883.33,6883.33,1
5596.44,6596.44,2
4017.07,5017.07,5
769.73,1769.73,5
5373.00,6373.00,7
3341.45,4341.45,7
7331.32,8331.32,4
8885.48,9885.48,3
10.35,1010.35,9
8256.98,9256.98,2
7686.11,8686.11,8
6807.67,7807.67,8
6612.42,7612.42,2
8438.96,9438.96,5
7315.94,8315.94,8
3320.18,4320.18,3
4667.25,5667.25,7
8902.10,9902.10,5
5478.96,6478.96,5
1577.69,2577.69,5
6045.42,7045.42,10
1210.96,2210.96,1
3261.16,4261.16,8
5025.48,6025.48,5
2390.29,3390.29,7
4304.65,5304.65,2
8125.22,9125.22,8
3440.15,4440.15,6
6384.51,7384.51,1
2948.42,3948.42,3
1767.01,2767.01,2
6572.16,7572.16,8
3337.75,4337.75,1
8855.94,9855.94,3
5460.81,6460.81,4
4229.67,5229.67,9
7753.90,8753.90,10
3582.29,4582.29,8
5808.58,6808.58,7
257.51,1257.51,10
8809.42,9809.42,1
7935.05,8935.05,10
996.45,1996.45,8
7715.07,8715.07,6
649.62,1649.62,7
6019.93,7019.93,7
6811.09,7811.09,6
734.57,1734.57,3
2525.47,3525.47,4
5490.79,6490.79,2
3711.68,4711.68,10
8495.30,9495.30,5
7534.54,8534.54,1
4962.63,5962.63,4
5790.37,6790.37,10
6541.38,7541.38,10
4878.92,5878.92,4
6450.63,7450.63,3
12.33,1012.33,7
7217.57,8217.57,6
7439.25,8439.25,3
4688.23,5688.23,3
7399.65,8399.65,9
3328.94,4328.94,8
2212.73,3212.73,3
8052.57,9052.57,10
5931.13,6931.13,3
8633.84,9633.84,6
948.45,1948.45,9
1873.93,2873.93,3
2662.17,3662.17,2
1451.08,2451.08,2
4603.39,5603.39,5
8146.09,9146.09,2
8636.64,9636.64,9
6360.27,7360.27,9
8055.31,9055.31,2
7093.67,8093.67,6
6451.08,7451.08,2
3662.22,4662.22,2
7657.23,8657.23,1
5927.14,6927.14,9
144.48,1144.48,1
6271.80,7271.80,7
4562.06,5562.06,1
4152.91,5152.91,8
1404.30,2404.30,8
2970.86,3970.86,10
443.71,1443.71,1
7460.01,8460.01,5
7797.86,8797.86,8
8250.10,9250.10,2
995.78,1995.78,2
5920.67,6920.67,9
6931.66,7931.66,1
4217.10,5217.10,2
4901.95,5901.95,6
1695.30,2695.30,9
7601.14,8601.14,3
3507.91,4507.91,8
3391.37,4391.37,2
5784.64,6784.64,4
285.08,1285.08,7
5681.86,6681.86,6
862.61,1862.61,1
3518.25,4518.25,8
2850.20,3850.20,10
1936.71,2936.71,8
6772.03,7772.03,6
4289.46,5289.46,6
1319.83,2319.83,2
3993.29,4993.29,3
7226.28,8226.28,8
1655.95,2655.95,3
2707.68,3707.68,6
6866.56,7866.56,4
1728.09,2728.09,4
6921.94,7921.94,5
7575.85,8575.85,9
772.75,1772.75,8
5833.00,6833.00,6
34.24,1034.24,10
6419.11,7419.11,10
288.68,1288.68,2
5160.76,6160.76,6
3378.71,4378.71,2
7652.97,8652.97,4
7858.36,8858.36,6
6144.30,7144.30,3
5407.08,6407.08,4
2757.27,3757.27,10
2970.71,3970.71,9
7015.64,8015.64,8
992.98,1992.98,5
1541.96,2541.96,3
7557.95,8557.95,1
7039.86,8039.86,5
6780.74,7780.74,4
7017.70,8017.70,7
4993.50,5993.50,7
4683.60,5683.60,7
6306.23,7306.23,3
4606.15,5606.15,2
4216.84,5216.84,8
4805.33,5805.33,10
2324.64,3324.64,7
467.35,1467.35,4
4055.57,5055.57,10
3693.02,4693.02,4
5049.44,6049.44,6
2283.87,3283.87,5
1437.13,2437.13,3
2755.92,3755.92,10
2098.12,3098.12,5
2571.02,3571.02,8
2427.56,3427.56,5
5357.17,6357.17,8
5045.12,6045.12,2
7301.76,8301.76,7
8555.98,9555.98,9
7902.40,8902.40,7
3028.87,4028.87,5
8587.18,9587.18,6
2693.86,3693.86,6
3174.46,4174.46,1
6757.52,7757.52,2
3252.74,4252.74,10
3479.51,4479.51,3
1621.74,2621.74,4
7153.91,8153.91,7
234.79,1234.79,7
6392.12,7392.12,1
5006.82,6006.82,8
402.77,1402.77,7
5799.39,6799.39,3
2676.95,3676.95,8
6444.05,7444.05,6
1178.23,2178.23,9
2086.98,3086.98,2
1354.02,2354.02,10
6382.78,7382.78,10
684.19,1684.19,4
7514.47,8514.47,2
5066.55,6066.55,10
810.64,1810.64,9
1918.42,2918.42,2
3145.40,4145.40,2
3961.41,4961.41,6
3686.72,4686.72,1
8339.94,9339.94,5
3465.26,4465.26,10
6669.98,7669.98,1
6994.97,7994.97,5
6180.55,7180.55,5
4690.40,5690.40,2
5662.26,6662.26,3
5504.65,6504.65,2
781.04,1781.04,2
2086.64,3086.64,6
6276.68,7276.68,1
7308.88,8308.88,10
71.41,1071.41,8
6987.79,7987.79,4
4938.98,5938.98,5
7999.56,8999.56,7
8157.43,9157.43,3
7670.19,8670.19,4
942.03,1942.03,6
4240.90,5240.90,9
1661.35,2661.35,7
1761.98,2761.98,9
7489.66,8489.66,9
885.36,1885.36,8
8217.99,9217.99,10
2922.49,3922.49,8
7945.60,8945.60,2
2291.64,3291.64,4
8304.53,9304.53,10
4517.97,5517.97,9
1668.28,2668.28,1
3358.63,4358.63,7
6327.48,7327.48,3
7515.60,8515.60,8
2855.64,3855.64,2
4983.23,5983.23,1
1779.07,2779.07,5
2811.52,3811.52,8
4235.35,5235.35,4
2231.42,3231.42,9
5969.30,6969.30,4
8366.12,9366.12,10
6585.78,7585.78,8
2825.20,3825.20,5
2734.38,3734.38,8
7427.00,8427.00,8
8193.74,9193.74,10
8485.29,9485.29,10
4997.43,5997.43,7
2536.49,3536.49,3
1787.47,2787.47,8
6918.93,7918.93,4
1727.29,2727.29,3
3126.70,4126.70,3
3926.94,4926.94,1
3538.77,4538.77,1
8804.20,9804.20,6
7153.15,8153.15,8
7598.75,8598.75,1
8375.83,9375.83,9
3391.15,4391.15,9
7182.92,8182.92,5
8018.27,9018.27,6
4684.88,5684.88,10
8442.86,9442.86,3
4580.86,5580.86,3
7665.25,8665.25,10
8811.06,9811.06,6
8013.42,9013.42,7
1296.14,2296.14,9
4009.15,5009.15,9
4414.54,5414.54,9
1584.36,2584.36,9
281.13,1281.13,5
2463.76,3463.76,5
8855.89,9855.89,7
5997.57,6997.57,7
5737.63,6737.63,9
1953.40,2953.40,3
2693.95,3693.95,3
4997.63,5997.63,9
314.62,1314.62,8
