id,value,risk
10315,8968.60,6
10316,8968.50,5
10317,8968.40,6
10318,8968.30,1
10319,8968.20,7
10320,8968.10,3
10321,8968.00,8
10322,8967.90,5
10323,8967.80,8
10324,8967.70,4
10325,8967.60,5
10326,8967.50,8
10327,8967.40,4
10328,8967.30,1
10329,8967.20,6
10330,8967.10,7
10331,8967.00,7
10332,8966.90,5
10333,8966.80,2
10334,8966.70,8
10335,8966.60,6
10336,8966.50,2
10337,8966.40,2
10338,8966.30,4
10339,8966.20,1
10340,8966.10,7
10341,8966.00,2
10342,8965.90,4
10343,8965.80,2
10344,8965.70,7
10345,8965.60,5
10346,8965.50,4
10347,8965.40,2
10348,8965.30,4
10349,8965.20,9
10350,8965.10,10
10351,8965.00,8
10352,8964.90,10
10353,8964.80,3
10354,8964.70,4
10355,8964.60,1
10356,8964.50,3
10357,8964.40,10
10358,8964.30,4
10359,8964.20,5
10360,8964.10,3
10361,8964.00,6
10362,8963.90,9
10363,8963.80,6
10364,8963.70,10
10365,8963.60,1
10366,8963.50,5
10367,8963.40,5
10368,8963.30,2
10369,8963.20,5
10370,8963.10,4
10371,8963.00,8
10372,8962.90,4
10373,8962.80,7
10374,8962.70,8
10375,8962.60,2
10376,8962.50,1
10377,8962.40,6
10378,8962.30,5
10379,8962.20,4
10380,8962.10,1
10381,8962.00,7
10382,8961.90,10
10383,8961.80,7
10384,8961.70,7
10385,8961.60,9
10386,8961.50,10
10387,8961.40,4
10388,8961.30,5
10389,8961.20,5
10390,8961.10,2
10391,8961.00,9
10392,8960.90,1
10393,8960.80,7
10394,8960.70,6
10395,8960.60,3
10396,8960.50,7
10397,8960.40,3
10398,8960.30,4
10399,8960.20,5
10400,8960.10,8
10401,8960.00,6
10402,8959.90,6
10403,8959.80,5
10404,8959.70,1
10405,8959.60,7
10406,8959.50,6
10407,8959.40,7
10408,8959.30,7
10409,8959.20,2
10410,8959.10,9
10411,8959.00,6
10412,8958.90,6
10413,8958.80,9
10414,8958.70,9
10415,8958.60,1
10416,8958.50,5
10417,8958.40,10
10418,8958.30,7
10419,8958.20,2
10420,8958.10,6
10421,8958.00,3
10422,8957.90,2
10423,8957.80,7
10424,8957.70,10
10425,8957.60,8
10426,8957.50,8
10427,8957.40,6
10428,8957.30,4
10429,8957.20,7
10430,8957.10,9
10431,8957.00,6
10432,8956.90,4
10433,8956.80,7
10434,8956.70,4
10435,8956.60,10
10436,8956.50,2
10437,8956.40,5
10438,8956.30,3
10439,8956.20,3
10440,8956.10,4
10441,8956.00,8
10442,8955.90,4
10443,8955.80,3
10444,8955.70,9
10445,8955.60,8
10446,8955.50,2
10447,8955.40,1
10448,8955.30,6
10449,8955.20,6
10450,8955.10,1
10451,8955.00,8
10452,8954.90,1
10453,8954.80,2
10454,8954.70,1
10455,8954.60,8
10456,8954.50,1
10457,8954.40,10
10458,8954.30,2
10459,8954.20,3
10460,8954.10,10
10461,8954.00,4
10462,8953.90,7
10463,8953.80,4
10464,8953.70,2
10465,8953.60,9
10466,8953.50,1
10467,8953.40,10
10468,8953.30,2
10469,8953.20,3
10470,8953.10,7
10471,8953.00,1
10472,8952.90,7
10473,8952.80,7
10474,8952.70,5
10475,8952.60,5
10476,8952.50,5
10477,8952.40,4
10478,8952.30,2
10479,8952.20,5
10480,8952.10,10
10481,8952.00,8
10482,8951.90,7
10483,8951.80,8
10484,8951.70,9
10485,8951.60,10
10486,8951.50,8
10487,8951.40,7
10488,8951.30,4
10489,8951.20,9
10490,8951.10,3
10491,8951.00,5
10492,8950.90,8
10493,8950.80,6
10494,8950.70,8
10495,8950.60,6
10496,8950.50,4
10497,8950.40,4
10498,8950.30,1
10499,8950.20,6
10500,8950.10,7
10501,8950.00,4
10502,8949.90,7
10503,8949.80,7
10504,8949.70,5
10505,8949.60,3
10506,8949.50,9
10507,8949.40,10
10508,8949.30,5
10509,8949.20,1
10510,8949.10,8
10511,8949.00,2
10512,8948.90,8
10513,8948.80,9
10514,8948.70,9
10515,8948.60,6
10516,8948.50,7
10517,8948.40,1
10518,8948.30,7
10519,8948.20,2
10520,8948.10,5
10521,8948.00,5
10522,8947.90,8
10523,8947.80,6
10524,8947.70,10
10525,8947.60,9
10526,8947.50,6
10527,8947.40,2
10528,8947.30,5
10529,8947.20,2
10530,8947.10,10
10531,8947.00,10
10532,8946.90,6
10533,8946.80,5
10534,8946.70,8
10535,8946.60,5
10536,8946.50,3
10537,8946.40,10
10538,8946.30,8
10539,8946.20,2
10540,8946.10,9
10541,8946.00,1
10542,8945.90,2
10543,8945.80,10
10544,8945.70,2
10545,8945.60,1
10546,8945.50,4
10547,8945.40,4
10548,8945.30,3
10549,8945.20,9
10550,8945.10,1
10551,8945.00,8
10552,8944.90,7
10553,8944.80,6
10554,8944.70,3
10555,8944.60,9
10556,8944.50,3
10557,8944.40,2
10558,8944.30,7
10559,8944.20,6
10560,8944.10,9
10561,8944.00,4
10562,8943.90,9
10563,8943.80,10
10564,8943.70,9
10565,8943.60,2
10566,8943.50,10
10567,8943.40,2
10568,8943.30,1
10569,8943.20,3
10570,8943.10,4
10571,8943.00,8
10572,8942.90,7
10573,8942.80,3
10574,8942.70,7
10575,8942.60,8
10576,8942.50,2
10577,8942.40,4
10578,8942.30,2
10579,8942.20,4
10580,8942.10,10
10581,8942.00,8
10582,8941.90,5
10583,8941.80,5
10584,8941.70,10
10585,8941.60,7
10586,8941.50,8
10587,8941.40,4
10588,8941.30,8
10589,8941.20,4
10590,8941.10,8
10591,8941.00,5
10592,8940.90,4
10593,8940.80,7
10594,8940.70,10
10595,8940.60,3
10596,8940.50,2
10597,8940.40,7
10598,8940.30,4
10599,8940.20,3
10600,8940.10,4
10601,8940.00,8
10602,8939.90,9
10603,8939.80,1
10604,8939.70,4
10605,8939.60,2
10606,8939.50,8
10607,8939.40,3
10608,8939.30,2
10609,8939.20,7
10610,8939.10,5
10611,8939.00,9
10612,8938.90,2
10613,8938.80,3
10614,8938.70,4
10615,8938.60,2
10616,8938.50,10
10617,8938.40,5
10618,8938.30,7
10619,8938.20,3
10620,8938.10,5
10621,8938.00,7
10622,8937.90,2
10623,8937.80,1
10624,8937.70,2
10625,8937.60,5
10626,8937.50,3
10627,8937.40,6
10628,8937.30,1
10629,8937.20,9
10630,8937.10,1
10631,8937.00,3
10632,8936.90,10
10633,8936.80,1
10634,8936.70,7
10635,8936.60,7
10636,8936.50,6
10637,8936.40,5
10638,8936.30,1
10639,8936.20,8
10640,8936.10,2
10641,8936.00,2
10642,8935.90,4
10643,8935.80,10
10644,8935.70,7
10645,8935.60,10
10646,8935.50,2
10647,8935.40,5
10648,8935.30,5
10649,8935.20,8
10650,8935.10,5
10651,8935.00,2
10652,8934.90,8
10653,8934.80,10
10654,8934.70,10
10655,8934.60,5
10656,8934.50,7
10657,8934.40,4
10658,8934.30,3
10659,8934.20,5
10660,8934.10,1
10661,8934.00,5
10662,8933.90,2
10663,8933.80,3
10664,8933.70,3
10665,8933.60,8
10666,8933.50,1
10667,8933.40,4
10668,8933.30,9
10669,8933.20,6
10670,8933.10,7
10671,8933.00,4
10672,8932.90,4
10673,8932.80,5
10674,8932.70,7
10675,8932.60,5
10676,8932.50,8
10677,8932.40,4
10678,8932.30,10
10679,8932.20,1
10680,8932.10,9
10681,8932.00,10
10682,8931.90,5
10683,8931.80,3
10684,8931.70,6
10685,8931.60,2
10686,8931.50,4
10687,8931.40,1
10688,8931.30,4
10689,8931.20,1
10690,8931.10,8
10691,8931.00,9
10692,8930.90,4
10693,8930.80,5
10694,8930.70,8
10695,8930.60,5
10696,8930.50,5
10697,8930.40,5
10698,8930.30,10
10699,8930.20,3
10700,8930.10,8
10701,8930.00,1
10702,8929.90,3
10703,8929.80,1
10704,8929.70,7
10705,8929.60,3
10706,8929.50,8
10707,8929.40,9
10708,8929.30,4
10709,8929.20,2
10710,8929.10,9
10711,8929.00,9
10712,8928.90,10
10713,8928.80,2
10714,8928.70,10
10715,8928.60,2
10716,8928.50,3
10717,8928.40,7
10718,8928.30,7
10719,8928.20,3
10720,8928.10,1
10721,8928.00,2
10722,8927.90,10
10723,8927.80,1
10724,8927.70,3
10725,8927.60,10
10726,8927.50,1
10727,8927.40,1
10728,8927.30,3
10729,8927.20,4
10730,8927.10,4
10731,8927.00,7
10732,8926.90,1
10733,8926.80,6
10734,8926.70,5
10735,8926.60,2
10736,8926.50,9
10737,8926.40,9
10738,8926.30,1
10739,8926.20,7
10740,8926.10,7
10741,8926.00,8
10742,8925.90,3
10743,8925.80,10
10744,8925.70,7
10745,8925.60,6
10746,8925.50,10
10747,8925.40,10
10748,8925.30,7
10749,8925.20,9
10750,8925.10,10
10751,8925.00,6
10752,8924.90,4
10753,8924.80,6
10754,8924.70,2
10755,8924.60,3
10756,8924.50,7
10757,8924.40,9
10758,8924.30,9
10759,8924.20,2
10760,8924.10,5
10761,8924.00,5
10762,8923.90,7
10763,8923.80,8
10764,8923.70,3
10765,8923.60,7
10766,8923.50,4
10767,8923.40,3
10768,8923.30,6
10769,8923.20,1
10770,8923.10,2
10771,8923.00,3
10772,8922.90,2
10773,8922.80,4
10774,8922.70,1
10775,8922.60,10
10776,8922.50,10
10777,8922.40,4
10778,8922.30,5
10779,8922.20,9
10780,8922.10,10
10781,8922.00,7
10782,8921.90,5
10783,8921.80,2
10784,8921.70,3
10785,8921.60,1
10786,8921.50,4
10787,8921.40,2
10788,8921.30,5
10789,8921.20,2
10790,8921.10,5
10791,8921.00,6
10792,8920.90,1
10793,8920.80,7
10794,8920.70,9
10795,8920.60,9
10796,8920.50,6
10797,8920.40,8
10798,8920.30,9
10799,8920.20,9
10800,8920.10,4
10801,8920.00,1
10802,8919.90,10
10803,8919.80,2
10804,8919.70,10
10805,8919.60,5
10806,8919.50,2
10807,8919.40,3
10808,8919.30,9
10809,8919.20,8
10810,8919.10,5
10811,8919.00,10
10812,8918.90,1
10813,8918.80,8
10814,8918.70,1
10815,8918.60,5
10816,8918.50,6
10817,8918.40,5
10818,8918.30,10
10819,8918.20,8
10820,8918.10,5
10821,8918.00,7
10822,8917.90,2
10823,8917.80,5
10824,8917.70,5
10825,8917.60,9
10826,8917.50,10
10827,8917.40,9
10828,8917.30,9
10829,8917.20,8
10830,8917.10,8
10831,8917.00,3
10832,8916.90,7
10833,8916.80,5
10834,8916.70,10
10835,8916.60,6
10836,8916.50,2
10837,8916.40,8
10838,8916.30,6
10839,8916.20,2
10840,8916.10,4
10841,8916.00,10
10842,8915.90,2
10843,8915.80,3
10844,8915.70,2
10845,8915.60,8
10846,8915.50,1
10847,8915.40,4
10848,8915.30,5
10849,8915.20,1
10850,8915.10,10
10851,8915.00,1
10852,8914.90,10
10853,8914.80,7
10854,8914.70,9
10855,8914.60,2
10856,8914.50,1
10857,8914.40,10
10858,8914.30,10
10859,8914.20,4
10860,8914.10,1
10861,8914.00,7
10862,8913.90,4
10863,8913.80,9
10864,8913.70,8
10865,8913.60,4
10866,8913.50,5
10867,8913.40,5
10868,8913.30,7
10869,8913.20,2
10870,8913.10,10
10871,8913.00,8
10872,8912.90,5
10873,8912.80,8
10874,8912.70,3
10875,8912.60,4
10876,8912.50,8
10877,8912.40,9
10878,8912.30,6
10879,8912.20,10
10880,8912.10,1
10881,8912.00,4
10882,8911.90,9
10883,8911.80,7
10884,8911.70,5
10885,8911.60,7
10886,8911.50,9
10887,8911.40,3
10888,8911.30,10
10889,8911.20,1
10890,8911.10,6
10891,8911.00,1
10892,8910.90,6
10893,8910.80,6
10894,8910.70,10
10895,8910.60,8
10896,8910.50,9
10897,8910.40,7
10898,8910.30,8
10899,8910.20,9
10900,8910.10,4
10901,8910.00,7
10902,8909.90,9
10903,8909.80,8
10904,8909.70,9
10905,8909.60,6
10906,8909.50,1
10907,8909.40,8
10908,8909.30,8
10909,8909.20,4
10910,8909.10,6
10911,8909.00,1
10912,8908.90,2
10913,8908.80,8
10914,8908.70,1
10915,8908.60,5
10916,8908.50,5
10917,8908.40,5
10918,8908.30,10
10919,8908.20,7
10920,8908.10,6
10921,8908.00,9
10922,8907.90,7
10923,8907.80,6
10924,8907.70,9
10925,8907.60,2
10926,8907.50,4
10927,8907.40,4
10928,8907.30,2
10929,8907.20,10
10930,8907.10,8
10931,8907.00,2
10932,8906.90,5
10933,8906.80,5
10934,8906.70,1
10935,8906.60,3
10936,8906.50,6
10937,8906.40,2
10938,8906.30,1
10939,8906.20,9
10940,8906.10,9
10941,8906.00,4
10942,8905.90,5
10943,8905.80,5
10944,8905.70,4
10945,8905.60,3
10946,8905.50,10
10947,8905.40,3
10948,8905.30,3
10949,8905.20,10
10950,8905.10,8
10951,8905.00,3
10952,8904.90,3
10953,8904.80,4
10954,8904.70,9
10955,8904.60,10
10956,8904.50,8
10957,8904.40,3
10958,8904.30,3
10959,8904.20,7
10960,8904.10,3
10961,8904.00,7
10962,8903.90,4
10963,8903.80,2
10964,8903.70,9
10965,8903.60,9
10966,8903.50,3
10967,8903.40,9
10968,8903.30,6
10969,8903.20,2
10970,8903.10,9
10971,8903.00,6
10972,8902.90,3
10973,8902.80,8
10974,8902.70,9
10975,8902.60,7
10976,8902.50,5
10977,8902.40,2
10978,8902.30,3
10979,8902.20,2
10980,8902.10,9
10981,8902.00,4
10982,8901.90,4
10983,8901.80,6
10984,8901.70,7
10985,8901.60,9
10986,8901.50,4
10987,8901.40,5
10988,8901.30,9
10989,8901.20,2
10990,8901.10,2
10991,8901.00,4
10992,8900.90,8
10993,8900.80,9
10994,8900.70,7
10995,8900.60,1
10996,8900.50,5
10997,8900.40,8
10998,8900.30,8
10999,8900.20,6
11000,8900.10,3
11001,8900.00,8
11002,8899.90,5
11003,8899.80,2
11004,8899.70,7
11005,8899.60,8
11006,8899.50,5
11007,8899.40,3
11008,8899.30,5
11009,8899.20,5
11010,8899.10,4
11011,8899.00,4
11012,8898.90,10
11013,8898.80,10
11014,8898.70,9
11015,8898.60,8
11016,8898.50,4
11017,8898.40,10
11018,8898.30,6
11019,8898.20,6
11020,8898.10,6
11021,8898.00,10
11022,8897.90,2
11023,8897.80,8
11024,8897.70,10
11025,8897.60,3
11026,8897.50,9
11027,8897.40,9
11028,8897.30,8
11029,8897.20,6
11030,8897.10,6
11031,8897.00,9
11032,8896.90,1
11033,8896.80,10
11034,8896.70,3
11035,8896.60,9
11036,8896.50,3
11037,8896.40,2
11038,8896.30,1
11039,8896.20,1
11040,8896.10,1
11041,8896.00,6
11042,8895.90,1
11043,8895.80,3
11044,8895.70,10
11045,8895.60,1
11046,8895.50,2
11047,8895.40,7
11048,8895.30,10
11049,8895.20,3
11050,8895.10,8
11051,8895.00,3
11052,8894.90,1
11053,8894.80,3
11054,8894.70,9
11055,8894.60,10
11056,8894.50,5
11057,8894.40,7
11058,8894.30,2
11059,8894.20,8
11060,8894.10,9
11061,8894.00,3
11062,8893.90,10
11063,8893.80,2
11064,8893.70,2
11065,8893.60,1
11066,8893.50,5
11067,8893.40,5
11068,8893.30,9
11069,8893.20,5
11070,8893.10,5
11071,8893.00,2
11072,8892.90,7
11073,8892.80,10
11074,8892.70,7
11075,8892.60,8
11076,8892.50,9
11077,8892.40,1
11078,8892.30,8
11079,8892.20,10
11080,8892.10,5
11081,8892.00,7
11082,8891.90,4
11083,8891.80,4
11084,8891.70,7
11085,8891.60,5
11086,8891.50,4
11087,8891.40,7
11088,8891.30,8
11089,8891.20,5
11090,8891.10,3
11091,8891.00,2
11092,8890.90,10
11093,8890.80,7
11094,8890.70,7
11095,8890.60,2
11096,8890.50,9
11097,8890.40,3
11098,8890.30,3
11099,8890.20,6
11100,8890.10,10
11101,8890.00,4
11102,8889.90,8
11103,8889.80,8
11104,8889.70,3
11105,8889.60,2
11106,8889.50,4
11107,8889.40,9
11108,8889.30,10
11109,8889.20,8
11110,8889.10,7
11111,8889.00,6
11112,8888.90,8
11113,8888.80,6
11114,8888.70,8
11115,8888.60,3
11116,8888.50,10
11117,8888.40,3
11118,8888.30,8
11119,8888.20,2
11120,8888.10,6
11121,8888.00,5
11122,8887.90,10
11123,8887.80,3
11124,8887.70,8
11125,8887.60,8
11126,8887.50,4
11127,8887.40,7
11128,8887.30,2
11129,8887.20,6
11130,8887.10,7
11131,8887.00,8
11132,8886.90,9
11133,8886.80,4
11134,8886.70,5
11135,8886.60,8
11136,8886.50,9
11137,8886.40,8
11138,8886.30,6
11139,8886.20,7
11140,8886.10,6
11141,8886.00,3
11142,8885.90,6
11143,8885.80,6
11144,8885.70,7
11145,8885.60,1
11146,8885.50,3
11147,8885.40,8
11148,8885.30,9
11149,8885.20,5
11150,8885.10,7
11151,8885.00,2
11152,8884.90,6
11153,8884.80,6
11154,8884.70,4
11155,8884.60,7
11156,8884.50,10
11157,8884.40,4
11158,8884.30,5
11159,8884.20,4
11160,8884.10,7
11161,8884.00,7
11162,8883.90,2
11163,8883.80,9
11164,8883.70,8
11165,8883.60,7
11166,8883.50,7
11167,8883.40,2
11168,8883.30,7
11169,8883.20,6
11170,8883.10,8
11171,8883.00,4
11172,8882.90,7
11173,8882.80,7
11174,8882.70,6
11175,8882.60,5
11176,8882.50,4
11177,8882.40,8
11178,8882.30,7
11179,8882.20,5
11180,8882.10,9
11181,8882.00,10
11182,8881.90,10
11183,8881.80,6
11184,8881.70,1
11185,8881.60,3
11186,8881.50,5
11187,8881.40,2
11188,8881.30,5
11189,8881.20,10
11190,8881.10,10
11191,8881.00,7
11192,8880.90,2
11193,8880.80,1
11194,8880.70,4
11195,8880.60,3
11196,8880.50,4
11197,8880.40,1
11198,8880.30,10
11199,8880.20,7
11200,8880.10,6
11201,8880.00,7
11202,8879.90,6
11203,8879.80,8
11204,8879.70,2
11205,8879.60,6
11206,8879.50,5
11207,8879.40,9
11208,8879.30,2
11209,8879.20,5
11210,8879.10,8
11211,8879.00,2
11212,8878.90,5
11213,8878.80,3
11214,8878.70,1
11215,8878.60,3
11216,8878.50,5
11217,8878.40,10
11218,8878.30,9
11219,8878.20,2
11220,8878.10,6
11221,8878.00,9
11222,8877.90,1
11223,8877.80,3
11224,8877.70,1
11225,8877.60,2
11226,8877.50,1
11227,8877.40,6
11228,8877.30,8
11229,8877.20,1
11230,8877.10,1
11231,8877.00,9
11232,8876.90,2
11233,8876.80,5
11234,8876.70,10
11235,8876.60,3
11236,8876.50,8
11237,8876.40,1
11238,8876.30,4
11239,8876.20,2
11240,8876.10,6
11241,8876.00,7
11242,8875.90,6
11243,8875.80,5
11244,8875.70,2
11245,8875.60,2
11246,8875.50,1
11247,8875.40,4
11248,8875.30,9
11249,8875.20,5
11250,8875.10,2
11251,8875.00,10
11252,8874.90,7
11253,8874.80,7
11254,8874.70,9
11255,8874.60,8
11256,8874.50,1
11257,8874.40,10
11258,8874.30,6
11259,8874.20,6
11260,8874.10,7
11261,8874.00,8
11262,8873.90,3
11263,8873.80,5
11264,8873.70,4
11265,8873.60,10
11266,8873.50,10
11267,8873.40,8
11268,8873.30,2
11269,8873.20,8
11270,8873.10,4
11271,8873.00,5
11272,8872.90,4
11273,8872.80,5
11274,8872.70,10
11275,8872.60,2
11276,8872.50,8
11277,8872.40,8
11278,8872.30,2
11279,8872.20,4
11280,8872.10,5
11281,8872.00,7
11282,8871.90,6
11283,8871.80,10
11284,8871.70,3
11285,8871.60,10
11286,8871.50,8
11287,8871.40,4
11288,8871.30,6
11289,8871.20,1
11290,8871.10,1
11291,8871.00,2
11292,8870.90,2
11293,8870.80,10
11294,8870.70,4
11295,8870.60,8
11296,8870.50,1
11297,8870.40,3
11298,8870.30,1
11299,8870.20,1
11300,8870.10,1
11301,8870.00,4
11302,8869.90,9
11303,8869.80,3
11304,8869.70,3
11305,8869.60,5
11306,8869.50,3
11307,8869.40,10
11308,8869.30,8
11309,8869.20,9
11310,8869.10,10
11311,8869.00,5
11312,8868.90,5
11313,8868.80,1
11314,8868.70,2
11315,8868.60,7
11316,8868.50,9
11317,8868.40,8
11318,8868.30,6
11319,8868.20,4
11320,8868.10,6
11321,8868.00,2
11322,8867.90,2
11323,8867.80,1
11324,8867.70,10
11325,8867.60,9
11326,8867.50,1
11327,8867.40,3
11328,8867.30,10
11329,8867.20,3
11330,8867.10,9
11331,8867.00,7
11332,8866.90,4
11333,8866.80,4
11334,8866.70,8
11335,8866.60,3
11336,8866.50,3
11337,8866.40,7
11338,8866.30,4
11339,8866.20,5
11340,8866.10,3
11341,8866.00,10
11342,8865.90,3
11343,8865.80,2
11344,8865.70,6
11345,8865.60,3
11346,8865.50,7
11347,8865.40,2
11348,8865.30,8
11349,8865.20,3
11350,8865.10,4
11351,8865.00,7
11352,8864.90,1
11353,8864.80,8
11354,8864.70,4
11355,8864.60,1
11356,8864.50,9
11357,8864.40,4
11358,8864.30,7
11359,8864.20,9
11360,8864.10,3
11361,8864.00,8
11362,8863.90,8
11363,8863.80,5
11364,8863.70,9
11365,8863.60,6
11366,8863.50,6
11367,8863.40,3
11368,8863.30,5
11369,8863.20,6
11370,8863.10,9
11371,8863.00,2
11372,8862.90,4
11373,8862.80,2
11374,8862.70,6
11375,8862.60,9
11376,8862.50,6
11377,8862.40,1
11378,8862.30,3
11379,8862.20,1
11380,8862.10,9
11381,8862.00,9
11382,8861.90,9
11383,8861.80,6
11384,8861.70,9
11385,8861.60,1
11386,8861.50,1
11387,8861.40,5
11388,8861.30,4
11389,8861.20,4
11390,8861.10,3
11391,8861.00,3
11392,8860.90,3
11393,8860.80,2
11394,8860.70,1
11395,8860.60,9
11396,8860.50,7
11397,8860.40,10
11398,8860.30,5
11399,8860.20,8
11400,8860.10,9
11401,8860.00,2
11402,8859.90,7
11403,8859.80,3
11404,8859.70,10
11405,8859.60,7
11406,8859.50,4
11407,8859.40,5
11408,8859.30,2
11409,8859.20,9
11410,8859.10,4
11411,8859.00,5
11412,8858.90,1
11413,8858.80,7
11414,8858.70,6
11415,8858.60,8
11416,8858.50,9
11417,8858.40,7
11418,8858.30,7
11419,8858.20,1
11420,8858.10,10
11421,8858.00,9
11422,8857.90,7
11423,8857.80,8
11424,8857.70,6
11425,8857.60,2
11426,8857.50,2
11427,8857.40,4
11428,8857.30,5
11429,8857.20,5
11430,8857.10,2
11431,8857.00,4
11432,8856.90,8
11433,8856.80,8
11434,8856.70,9
11435,8856.60,3
11436,8856.50,3
11437,8856.40,3
11438,8856.30,4
11439,8856.20,8
11440,8856.10,7
11441,8856.00,2
11442,8855.90,8
11443,8855.80,1
11444,8855.70,8
11445,8855.60,9
11446,8855.50,4
11447,8855.40,5
11448,8855.30,1
11449,8855.20,5
11450,8855.10,3
11451,8855.00,8
11452,8854.90,6
11453,8854.80,8
11454,8854.70,5
11455,8854.60,5
11456,8854.50,7
11457,8854.40,4
11458,8854.30,10
11459,8854.20,5
11460,8854.10,6
11461,8854.00,2
11462,8853.90,6
11463,8853.80,1
11464,8853.70,7
11465,8853.60,4
11466,8853.50,9
11467,8853.40,6
11468,8853.30,2
11469,8853.20,9
11470,8853.10,10
11471,8853.00,5
11472,8852.90,10
11473,8852.80,3
11474,8852.70,9
11475,8852.60,7
11476,8852.50,9
11477,8852.40,2
11478,8852.30,1
11479,8852.20,5
11480,8852.10,3
11481,8852.00,4
11482,8851.90,7
11483,8851.80,2
11484,8851.70,9
11485,8851.60,4
11486,8851.50,4
11487,8851.40,9
11488,8851.30,3
11489,8851.20,9
11490,8851.10,7
11491,8851.00,10
11492,8850.90,5
11493,8850.80,10
11494,8850.70,7
11495,8850.60,4
11496,8850.50,10
11497,8850.40,8
11498,8850.30,7
11499,8850.20,1
11500,8850.10,6
11501,8850.00,8
11502,8849.90,8
11503,8849.80,9
11504,8849.70,2
11505,8849.60,4
11506,8849.50,10
11507,8849.40,7
11508,8849.30,3
11509,8849.20,3
11510,8849.10,10
11511,8849.00,5
11512,8848.90,1
11513,8848.80,10
11514,8848.70,3
11515,8848.60,6
11516,8848.50,1
11517,8848.40,5
11518,8848.30,2
11519,8848.20,8
11520,8848.10,10
11521,8848.00,3
11522,8847.90,5
11523,8847.80,7
11524,8847.70,4
11525,8847.60,1
11526,8847.50,2
11527,8847.40,1
11528,8847.30,3
11529,8847.20,5
11530,8847.10,2
11531,8847.00,3
11532,8846.90,10
11533,8846.80,10
11534,8846.70,9
11535,8846.60,9
11536,8846.50,3
11537,8846.40,1
11538,8846.30,5
11539,8846.20,5
11540,8846.10,3
11541,8846.00,2
11542,8845.90,4
11543,8845.80,4
11544,8845.70,1
11545,8845.60,5
11546,8845.50,8
11547,8845.40,10
11548,8845.30,3
11549,8845.20,3
11550,8845.10,7
11551,8845.00,5
11552,8844.90,9
11553,8844.80,8
11554,8844.70,10
11555,8844.60,10
11556,8844.50,4
11557,8844.40,7
11558,8844.30,6
11559,8844.20,4
11560,8844.10,1
11561,8844.00,8
11562,8843.90,5
11563,8843.80,8
11564,8843.70,7
11565,8843.60,8
11566,8843.50,3
11567,8843.40,7
11568,8843.30,2
11569,8843.20,10
11570,8843.10,9
11571,8843.00,3
11572,8842.90,10
11573,8842.80,6
11574,8842.70,9
11575,8842.60,5
11576,8842.50,6
11577,8842.40,3
11578,8842.30,8
11579,8842.20,4
11580,8842.10,4
11581,8842.00,3
11582,8841.90,7
11583,8841.80,10
11584,8841.70,7
11585,8841.60,9
11586,8841.50,2
11587,8841.40,5
11588,8841.30,10
11589,8841.20,5
11590,8841.10,5
11591,8841.00,10
11592,8840.90,6
11593,8840.80,7
11594,8840.70,1
11595,8840.60,4
11596,8840.50,7
11597,8840.40,9
11598,8840.30,8
11599,8840.20,9
11600,8840.10,1
11601,8840.00,10
11602,8839.90,10
11603,8839.80,5
11604,8839.70,10
11605,8839.60,6
11606,8839.50,5
11607,8839.40,8
11608,8839.30,6
11609,8839.20,7
11610,8839.10,3
11611,8839.00,6
11612,8838.90,3
11613,8838.80,6
11614,8838.70,10
11615,8838.60,4
11616,8838.50,4
11617,8838.40,7
11618,8838.30,6
11619,8838.20,3
11620,8838.10,9
11621,8838.00,10
11622,8837.90,10
11623,8837.80,2
11624,8837.70,1
11625,8837.60,10
11626,8837.50,1
11627,8837.40,5
11628,8837.30,5
11629,8837.20,1
11630,8837.10,2
11631,8837.00,3
11632,8836.90,6
11633,8836.80,8
11634,8836.70,10
11635,8836.60,9
11636,8836.50,6
11637,8836.40,4
11638,8836.30,9
11639,8836.20,8
11640,8836.10,7
11641,8836.00,6
11642,8835.90,1
11643,8835.80,6
11644,8835.70,1
11645,8835.60,2
11646,8835.50,6
11647,8835.40,7
11648,8835.30,2
11649,8835.20,4
11650,8835.10,1
11651,8835.00,1
11652,8834.90,2
11653,8834.80,6
11654,8834.70,2
11655,8834.60,5
11656,8834.50,10
11657,8834.40,6
11658,8834.30,6
11659,8834.20,5
11660,8834.10,8
11661,8834.00,8
11662,8833.90,1
11663,8833.80,5
11664,8833.70,1
11665,8833.60,8
11666,8833.50,4
11667,8833.40,6
11668,8833.30,7
11669,8833.20,2
11670,8833.10,9
11671,8833.00,5
11672,8832.90,5
11673,8832.80,4
11674,8832.70,9
11675,8832.60,2
11676,8832.50,10
11677,8832.40,6
11678,8832.30,5
11679,8832.20,2
11680,8832.10,4
11681,8832.00,8
11682,8831.90,7
11683,8831.80,5
11684,8831.70,5
11685,8831.60,7
11686,8831.50,10
11687,8831.40,10
11688,8831.30,9
11689,8831.20,5
11690,8831.10,5
11691,8831.00,4
11692,8830.90,3
11693,8830.80,3
11694,8830.70,5
11695,8830.60,2
11696,8830.50,4
11697,8830.40,9
11698,8830.30,9
11699,8830.20,7
11700,8830.10,6
11701,8830.00,5
11702,8829.90,1
11703,8829.80,10
11704,8829.70,8
11705,8829.60,7
11706,8829.50,1
11707,8829.40,4
11708,8829.30,7
11709,8829.20,5
11710,8829.10,7
11711,8829.00,3
11712,8828.90,1
11713,8828.80,10
